Channel_Die,Start,End,Operation
1-1,14901360,15401392,READ
-1--1,14901376,14901378,COMPUTE
-1--1,14901392,14901394,COMPUTE
-1--1,14901408,14901410,COMPUTE
-1--1,15001248,15001254,COMPUTE
1-6,15001264,15451296,READ
1-7,15001280,15451312,READ
-1--1,15001296,15001298,COMPUTE
-1--1,15101312,15101314,COMPUTE
-1--1,15101328,15101330,COMPUTE
-1--1,15151344,15151346,COMPUTE
-1--1,15151360,15151362,COMPUTE
-1--1,15151376,15151378,COMPUTE
-1--1,15151392,15151396,COMPUTE
1-3,15151408,15351424,READ
-1--1,15151424,15151426,COMPUTE
-1--1,15201264,15201266,COMPUTE
-1--1,15201280,15201282,COMPUTE
-1--1,15251296,15251300,COMPUTE
1-8,15251312,15501328,READ
-1--1,15301328,15301330,COMPUTE
-1--1,15351344,15351346,COMPUTE
0-0,15401360,476084112,READ
-1--1,15401360,15401364,COMPUTE
-1--1,15401392,15401394,COMPUTE
-1--1,15401408,15401412,COMPUTE
-1--1,15401440,15401444,COMPUTE
-1--1,15451296,15451298,COMPUTE
-1--1,15451312,15451314,COMPUTE
-1--1,15501328,15501330,COMPUTE
-1--1,15551344,15551346,COMPUTE
-1--1,15551360,15551362,COMPUTE
-1--1,15651376,15652914,COMPUTE
-1--1,15851392,15852928,COMPUTE
-1--1,16101408,16102944,COMPUTE
-1--1,16351424,16352960,COMPUTE
-1--1,16601440,16602976,COMPUTE
-1--1,16851456,16852992,COMPUTE
-1--1,17101472,17103008,COMPUTE
-1--1,17351488,17353024,COMPUTE
-1--1,17551504,17553040,COMPUTE
-1--1,17751520,17753056,COMPUTE
-1--1,17951536,17953072,COMPUTE
-1--1,18101552,18103088,COMPUTE
-1--1,18351568,18353104,COMPUTE
-1--1,18551584,18553120,COMPUTE
-1--1,18751600,18753136,COMPUTE
-1--1,18951616,18953152,COMPUTE
-1--1,19151632,19153168,COMPUTE
-1--1,19301648,19303184,COMPUTE
-1--1,19551664,19553200,COMPUTE
-1--1,19701680,19703216,COMPUTE
-1--1,19901696,19903232,COMPUTE
-1--1,20151712,20153248,COMPUTE
-1--1,20401728,20403264,COMPUTE
-1--1,20601744,20603280,COMPUTE
-1--1,20851760,20853296,COMPUTE
-1--1,21051776,21053312,COMPUTE
-1--1,21301792,21303328,COMPUTE
-1--1,21501808,21503344,COMPUTE
-1--1,21701824,21703360,COMPUTE
-1--1,21901840,21903376,COMPUTE
-1--1,22151856,22153392,COMPUTE
-1--1,22401872,22403408,COMPUTE
-1--1,22601888,22603424,COMPUTE
-1--1,22851904,22853440,COMPUTE
-1--1,23051920,23053456,COMPUTE
-1--1,23301936,23303472,COMPUTE
-1--1,23451952,23453488,COMPUTE
-1--1,23701968,23703504,COMPUTE
-1--1,23851984,23853520,COMPUTE
-1--1,24102000,24103536,COMPUTE
-1--1,24352016,24353552,COMPUTE
-1--1,24502032,24503568,COMPUTE
-1--1,24702048,24703584,COMPUTE
-1--1,24952064,24953600,COMPUTE
-1--1,25102080,25103616,COMPUTE
-1--1,25352096,25353632,COMPUTE
-1--1,25552112,25553648,COMPUTE
-1--1,25802128,25803664,COMPUTE
-1--1,26052144,26053680,COMPUTE
-1--1,26252160,26253696,COMPUTE
-1--1,26502176,26503712,COMPUTE
-1--1,26752192,26753728,COMPUTE
-1--1,26952208,26953744,COMPUTE
-1--1,27152224,27153760,COMPUTE
-1--1,27302240,27303776,COMPUTE
-1--1,27552256,27553792,COMPUTE
-1--1,27752272,27753808,COMPUTE
-1--1,28002288,28003824,COMPUTE
-1--1,28252304,28253840,COMPUTE
-1--1,28502320,28503856,COMPUTE
-1--1,28702336,28703872,COMPUTE
-1--1,28952352,28953888,COMPUTE
-1--1,29202368,29203904,COMPUTE
-1--1,29352384,29353920,COMPUTE
-1--1,29552400,29553936,COMPUTE
-1--1,29702416,29703952,COMPUTE
-1--1,29952432,29953968,COMPUTE
-1--1,30202448,30203984,COMPUTE
-1--1,30452464,30454000,COMPUTE
-1--1,30702480,30704016,COMPUTE
-1--1,30902496,30904032,COMPUTE
-1--1,31152512,31154048,COMPUTE
-1--1,31352528,31354064,COMPUTE
-1--1,31552544,31554080,COMPUTE
-1--1,31802560,31804096,COMPUTE
-1--1,32002576,32004112,COMPUTE
-1--1,32202592,32204128,COMPUTE
-1--1,32452608,32454144,COMPUTE
-1--1,32702624,32704160,COMPUTE
-1--1,32952640,32954176,COMPUTE
-1--1,33202656,33204192,COMPUTE
-1--1,33452672,33454208,COMPUTE
-1--1,33702688,33704224,COMPUTE
-1--1,33952704,33954240,COMPUTE
-1--1,34202720,34204256,COMPUTE
-1--1,34452736,34454272,COMPUTE
-1--1,34702752,34704288,COMPUTE
-1--1,34852768,34854304,COMPUTE
-1--1,35102784,35104320,COMPUTE
-1--1,35302800,35304336,COMPUTE
-1--1,35502816,35504352,COMPUTE
-1--1,35702832,35704368,COMPUTE
-1--1,35902848,35904384,COMPUTE
-1--1,36152864,36154400,COMPUTE
-1--1,36352880,36354416,COMPUTE
-1--1,36602896,36604432,COMPUTE
-1--1,36852912,36854448,COMPUTE
-1--1,37052928,37054464,COMPUTE
-1--1,37252944,37254480,COMPUTE
-1--1,37502960,37504496,COMPUTE
-1--1,37652976,37654512,COMPUTE
-1--1,37802992,37804528,COMPUTE
-1--1,38053008,38054544,COMPUTE
-1--1,38303024,38304560,COMPUTE
-1--1,38453040,38454576,COMPUTE
-1--1,38653056,38654592,COMPUTE
-1--1,38903072,38904608,COMPUTE
-1--1,39153088,39154624,COMPUTE
-1--1,39403104,39404640,COMPUTE
-1--1,39653120,39654656,COMPUTE
-1--1,39903136,39904672,COMPUTE
-1--1,40153152,40154688,COMPUTE
-1--1,40303168,40304704,COMPUTE
-1--1,40553184,40554720,COMPUTE
-1--1,40753200,40754736,COMPUTE
-1--1,41003216,41004752,COMPUTE
-1--1,41253232,41254768,COMPUTE
-1--1,41453248,41454784,COMPUTE
-1--1,41603264,41604800,COMPUTE
-1--1,41803280,41804816,COMPUTE
-1--1,41953296,41954832,COMPUTE
-1--1,42203312,42204848,COMPUTE
-1--1,42453328,42454864,COMPUTE
-1--1,42653344,42654880,COMPUTE
-1--1,42903360,42904896,COMPUTE
-1--1,43153376,43154912,COMPUTE
-1--1,43403392,43404928,COMPUTE
-1--1,43653408,43654944,COMPUTE
-1--1,43903424,43904960,COMPUTE
-1--1,44153440,44154976,COMPUTE
-1--1,44403456,44404992,COMPUTE
-1--1,44603472,44605008,COMPUTE
-1--1,44803488,44805024,COMPUTE
-1--1,45053504,45055040,COMPUTE
-1--1,45253520,45255056,COMPUTE
-1--1,45453536,45455072,COMPUTE
-1--1,45653552,45655088,COMPUTE
-1--1,45853568,45855104,COMPUTE
-1--1,46053584,46055120,COMPUTE
-1--1,46303600,46305136,COMPUTE
-1--1,46553616,46555152,COMPUTE
-1--1,46753632,46755168,COMPUTE
-1--1,47003648,47005184,COMPUTE
-1--1,47253664,47255200,COMPUTE
-1--1,47503680,47505216,COMPUTE
-1--1,47753696,47755232,COMPUTE
-1--1,48003712,48005248,COMPUTE
-1--1,48203728,48205264,COMPUTE
-1--1,48453744,48455280,COMPUTE
-1--1,48653760,48655296,COMPUTE
-1--1,48803776,48805312,COMPUTE
-1--1,49053792,49055328,COMPUTE
-1--1,49303808,49305344,COMPUTE
-1--1,49553824,49555360,COMPUTE
-1--1,49803840,49805376,COMPUTE
-1--1,50053856,50055392,COMPUTE
-1--1,50203872,50205408,COMPUTE
-1--1,50453888,50455424,COMPUTE
-1--1,50653904,50655440,COMPUTE
-1--1,50853920,50855456,COMPUTE
-1--1,51103936,51105472,COMPUTE
-1--1,51353952,51355488,COMPUTE
-1--1,51603968,51605504,COMPUTE
-1--1,51853984,51855520,COMPUTE
-1--1,52104000,52105536,COMPUTE
-1--1,52304016,52305552,COMPUTE
-1--1,52554032,52555568,COMPUTE
-1--1,52754048,52755584,COMPUTE
-1--1,53004064,53005600,COMPUTE
-1--1,53204080,53205616,COMPUTE
-1--1,53404096,53405632,COMPUTE
-1--1,53654112,53655648,COMPUTE
-1--1,53854128,53855664,COMPUTE
-1--1,54104144,54105680,COMPUTE
-1--1,54304160,54305696,COMPUTE
-1--1,54504176,54505712,COMPUTE
-1--1,54704192,54705728,COMPUTE
-1--1,54954208,54955744,COMPUTE
-1--1,55154224,55155760,COMPUTE
-1--1,55354240,55355776,COMPUTE
-1--1,55604256,55605792,COMPUTE
-1--1,55854272,55855808,COMPUTE
-1--1,56004288,56005824,COMPUTE
-1--1,56254304,56255840,COMPUTE
-1--1,56504320,56505856,COMPUTE
-1--1,56704336,56705872,COMPUTE
-1--1,56954352,56955888,COMPUTE
-1--1,57204368,57205904,COMPUTE
-1--1,57454384,57455920,COMPUTE
-1--1,57704400,57705936,COMPUTE
-1--1,57954416,57955952,COMPUTE
-1--1,58204432,58205968,COMPUTE
-1--1,58454448,58455984,COMPUTE
-1--1,58704464,58706000,COMPUTE
-1--1,58954480,58956016,COMPUTE
-1--1,59154496,59156032,COMPUTE
-1--1,59354512,59356048,COMPUTE
-1--1,59554528,59556064,COMPUTE
-1--1,59754544,59756080,COMPUTE
-1--1,60004560,60006096,COMPUTE
-1--1,60254576,60256112,COMPUTE
-1--1,60504592,60506128,COMPUTE
-1--1,60754608,60756144,COMPUTE
-1--1,60954624,60956160,COMPUTE
-1--1,61204640,61206176,COMPUTE
-1--1,61454656,61456192,COMPUTE
-1--1,61654672,61656208,COMPUTE
-1--1,61854688,61856224,COMPUTE
-1--1,62004704,62006240,COMPUTE
-1--1,62254720,62256256,COMPUTE
-1--1,62504736,62506272,COMPUTE
-1--1,62704752,62706288,COMPUTE
-1--1,62954768,62956304,COMPUTE
-1--1,63154784,63156320,COMPUTE
-1--1,63404800,63406336,COMPUTE
-1--1,63654816,63656352,COMPUTE
-1--1,63854832,63856368,COMPUTE
-1--1,64104848,64106384,COMPUTE
-1--1,64354864,64356400,COMPUTE
-1--1,64604880,64606416,COMPUTE
-1--1,64854896,64856432,COMPUTE
-1--1,65104912,65106448,COMPUTE
-1--1,65304928,65306464,COMPUTE
-1--1,65504944,65506480,COMPUTE
-1--1,65754960,65756496,COMPUTE
-1--1,66004976,66006512,COMPUTE
-1--1,66254992,66256528,COMPUTE
-1--1,66505008,66506544,COMPUTE
-1--1,66755024,66756560,COMPUTE
-1--1,66955040,66956576,COMPUTE
-1--1,67155056,67156592,COMPUTE
-1--1,67355072,67356608,COMPUTE
-1--1,67555088,67556624,COMPUTE
-1--1,67755104,67756640,COMPUTE
-1--1,68005120,68006656,COMPUTE
-1--1,68205136,68206672,COMPUTE
-1--1,68355152,68356688,COMPUTE
-1--1,68605168,68606704,COMPUTE
-1--1,68855184,68856720,COMPUTE
-1--1,69105200,69106736,COMPUTE
-1--1,69355216,69356752,COMPUTE
-1--1,69555232,69556768,COMPUTE
-1--1,69805248,69806784,COMPUTE
-1--1,70055264,70056800,COMPUTE
-1--1,70305280,70306816,COMPUTE
-1--1,70555296,70556832,COMPUTE
-1--1,70755312,70756848,COMPUTE
-1--1,70955328,70956864,COMPUTE
-1--1,71155344,71156880,COMPUTE
-1--1,71355360,71356896,COMPUTE
-1--1,71605376,71606912,COMPUTE
-1--1,71855392,71856928,COMPUTE
-1--1,72005408,72006944,COMPUTE
-1--1,72205424,72206960,COMPUTE
-1--1,72455440,72456976,COMPUTE
-1--1,72705456,72706992,COMPUTE
-1--1,72955472,72957008,COMPUTE
-1--1,73155488,73157024,COMPUTE
-1--1,73355504,73357040,COMPUTE
-1--1,73605520,73607056,COMPUTE
-1--1,73805536,73807072,COMPUTE
-1--1,74005552,74007088,COMPUTE
-1--1,74255568,74257104,COMPUTE
-1--1,74505584,74507120,COMPUTE
-1--1,74655600,74657136,COMPUTE
-1--1,74855616,74857152,COMPUTE
-1--1,75105632,75107168,COMPUTE
-1--1,75355648,75357184,COMPUTE
-1--1,75555664,75557200,COMPUTE
-1--1,75805680,75807216,COMPUTE
-1--1,76005696,76007232,COMPUTE
-1--1,76255712,76257248,COMPUTE
-1--1,76505728,76507264,COMPUTE
-1--1,76755744,76757280,COMPUTE
-1--1,76955760,76957296,COMPUTE
-1--1,77155776,77157312,COMPUTE
-1--1,77405792,77407328,COMPUTE
-1--1,77605808,77607344,COMPUTE
-1--1,77855824,77857360,COMPUTE
-1--1,78055840,78057376,COMPUTE
-1--1,78305856,78307392,COMPUTE
-1--1,78555872,78557408,COMPUTE
-1--1,78805888,78807424,COMPUTE
-1--1,79005904,79007440,COMPUTE
-1--1,79155920,79157456,COMPUTE
-1--1,79405936,79407472,COMPUTE
-1--1,79655952,79657488,COMPUTE
-1--1,79905968,79907504,COMPUTE
-1--1,80155984,80157520,COMPUTE
-1--1,80356000,80357536,COMPUTE
-1--1,80606016,80607552,COMPUTE
-1--1,80856032,80857568,COMPUTE
-1--1,81006048,81007584,COMPUTE
-1--1,81256064,81257600,COMPUTE
-1--1,81506080,81507616,COMPUTE
-1--1,81756096,81757632,COMPUTE
-1--1,81956112,81957648,COMPUTE
-1--1,82206128,82207664,COMPUTE
-1--1,82406144,82407680,COMPUTE
-1--1,82606160,82607696,COMPUTE
-1--1,82756176,82757712,COMPUTE
-1--1,83006192,83007728,COMPUTE
-1--1,83206208,83207744,COMPUTE
-1--1,83456224,83457760,COMPUTE
-1--1,83706240,83707776,COMPUTE
-1--1,83906256,83907792,COMPUTE
-1--1,84106272,84107808,COMPUTE
-1--1,84356288,84357824,COMPUTE
-1--1,84556304,84557840,COMPUTE
-1--1,84756320,84757856,COMPUTE
-1--1,85006336,85007872,COMPUTE
-1--1,85256352,85257888,COMPUTE
-1--1,85506368,85507904,COMPUTE
-1--1,85706384,85707920,COMPUTE
-1--1,85856400,85857936,COMPUTE
-1--1,86106416,86107952,COMPUTE
-1--1,86356432,86357968,COMPUTE
-1--1,86556448,86557984,COMPUTE
-1--1,86706464,86708000,COMPUTE
-1--1,86956480,86958016,COMPUTE
-1--1,87156496,87158032,COMPUTE
-1--1,87406512,87408048,COMPUTE
-1--1,87556528,87558064,COMPUTE
-1--1,87706544,87708080,COMPUTE
-1--1,87906560,87908096,COMPUTE
-1--1,88106576,88108112,COMPUTE
-1--1,88356592,88358128,COMPUTE
-1--1,88506608,88508144,COMPUTE
-1--1,88756624,88758160,COMPUTE
-1--1,89006640,89008176,COMPUTE
-1--1,89256656,89258192,COMPUTE
-1--1,89406672,89408208,COMPUTE
-1--1,89656688,89658224,COMPUTE
-1--1,89906704,89908240,COMPUTE
-1--1,90156720,90158256,COMPUTE
-1--1,90406736,90408272,COMPUTE
-1--1,90656752,90658288,COMPUTE
-1--1,90856768,90858304,COMPUTE
-1--1,91006784,91008320,COMPUTE
-1--1,91256800,91258336,COMPUTE
-1--1,91506816,91508352,COMPUTE
-1--1,91706832,91708368,COMPUTE
-1--1,91956848,91958384,COMPUTE
-1--1,92206864,92208400,COMPUTE
-1--1,92456880,92458416,COMPUTE
-1--1,92706896,92708432,COMPUTE
-1--1,92956912,92958448,COMPUTE
-1--1,93206928,93208464,COMPUTE
-1--1,93456944,93458480,COMPUTE
-1--1,93656960,93658496,COMPUTE
-1--1,93856976,93858512,COMPUTE
-1--1,94056992,94058528,COMPUTE
-1--1,94307008,94308544,COMPUTE
-1--1,94557024,94558560,COMPUTE
-1--1,94757040,94758576,COMPUTE
-1--1,94957056,94958592,COMPUTE
-1--1,95207072,95208608,COMPUTE
-1--1,95457088,95458624,COMPUTE
-1--1,95707104,95708640,COMPUTE
-1--1,95857120,95858656,COMPUTE
-1--1,96057136,96058672,COMPUTE
-1--1,96257152,96258688,COMPUTE
-1--1,96507168,96508704,COMPUTE
-1--1,96757184,96758720,COMPUTE
-1--1,96957200,96958736,COMPUTE
-1--1,97207216,97208752,COMPUTE
-1--1,97407232,97408768,COMPUTE
-1--1,97657248,97658784,COMPUTE
-1--1,97907264,97908800,COMPUTE
-1--1,98157280,98158816,COMPUTE
-1--1,98407296,98408832,COMPUTE
-1--1,98657312,98658848,COMPUTE
-1--1,98907328,98908864,COMPUTE
-1--1,99157344,99158880,COMPUTE
-1--1,99407360,99408896,COMPUTE
-1--1,99657376,99658912,COMPUTE
-1--1,99907392,99908928,COMPUTE
-1--1,100107408,100108944,COMPUTE
-1--1,100357424,100358960,COMPUTE
-1--1,100507440,100508976,COMPUTE
-1--1,100707456,100708992,COMPUTE
-1--1,100957472,100959008,COMPUTE
-1--1,101157488,101159024,COMPUTE
-1--1,101357504,101359040,COMPUTE
-1--1,101607520,101609056,COMPUTE
-1--1,101857536,101859072,COMPUTE
-1--1,102057552,102059088,COMPUTE
-1--1,102307568,102309104,COMPUTE
-1--1,102557584,102559120,COMPUTE
-1--1,102807600,102809136,COMPUTE
-1--1,103007616,103009152,COMPUTE
-1--1,103207632,103209168,COMPUTE
-1--1,103457648,103459184,COMPUTE
-1--1,103707664,103709200,COMPUTE
-1--1,103957680,103959216,COMPUTE
-1--1,104207696,104209232,COMPUTE
-1--1,104407712,104409248,COMPUTE
-1--1,104607728,104609264,COMPUTE
-1--1,104807744,104809280,COMPUTE
-1--1,105007760,105009296,COMPUTE
-1--1,105257776,105259312,COMPUTE
-1--1,105507792,105509328,COMPUTE
-1--1,105657808,105659344,COMPUTE
-1--1,105907824,105909360,COMPUTE
-1--1,106057840,106059376,COMPUTE
-1--1,106207856,106209392,COMPUTE
-1--1,106457872,106459408,COMPUTE
-1--1,106707888,106709424,COMPUTE
-1--1,106857904,106859440,COMPUTE
-1--1,107107920,107109456,COMPUTE
-1--1,107357936,107359472,COMPUTE
-1--1,107607952,107609488,COMPUTE
-1--1,107757968,107759504,COMPUTE
-1--1,107957984,107959520,COMPUTE
-1--1,108208000,108209536,COMPUTE
-1--1,108408016,108409552,COMPUTE
-1--1,108658032,108659568,COMPUTE
-1--1,108908048,108909584,COMPUTE
-1--1,109058064,109059600,COMPUTE
-1--1,109258080,109259616,COMPUTE
-1--1,109508096,109509632,COMPUTE
-1--1,109758112,109759648,COMPUTE
-1--1,109958128,109959664,COMPUTE
-1--1,110208144,110209680,COMPUTE
-1--1,110408160,110409696,COMPUTE
-1--1,110658176,110659712,COMPUTE
-1--1,110908192,110909728,COMPUTE
-1--1,111158208,111159744,COMPUTE
-1--1,111408224,111409760,COMPUTE
-1--1,111658240,111659776,COMPUTE
-1--1,111908256,111909792,COMPUTE
-1--1,112158272,112159808,COMPUTE
-1--1,112358288,112359824,COMPUTE
-1--1,112608304,112609840,COMPUTE
-1--1,112858320,112859856,COMPUTE
-1--1,113108336,113109872,COMPUTE
-1--1,113258352,113259888,COMPUTE
-1--1,113508368,113509904,COMPUTE
-1--1,113708384,113709920,COMPUTE
-1--1,113908400,113909936,COMPUTE
-1--1,114158416,114159952,COMPUTE
-1--1,114408432,114409968,COMPUTE
-1--1,114608448,114609984,COMPUTE
-1--1,114858464,114860000,COMPUTE
-1--1,115108480,115110016,COMPUTE
-1--1,115358496,115360032,COMPUTE
-1--1,115608512,115610048,COMPUTE
-1--1,115808528,115810064,COMPUTE
-1--1,116058544,116060080,COMPUTE
-1--1,116208560,116210096,COMPUTE
-1--1,116458576,116460112,COMPUTE
-1--1,116708592,116710128,COMPUTE
-1--1,116958608,116960144,COMPUTE
-1--1,117208624,117210160,COMPUTE
-1--1,117458640,117460176,COMPUTE
-1--1,117708656,117710192,COMPUTE
-1--1,117958672,117960208,COMPUTE
-1--1,118208688,118210224,COMPUTE
-1--1,118408704,118410240,COMPUTE
-1--1,118658720,118660256,COMPUTE
-1--1,118858736,118860272,COMPUTE
-1--1,119058752,119060288,COMPUTE
-1--1,119308768,119310304,COMPUTE
-1--1,119508784,119510320,COMPUTE
-1--1,119758800,119760336,COMPUTE
-1--1,119958816,119960352,COMPUTE
-1--1,120208832,120210368,COMPUTE
-1--1,120458848,120460384,COMPUTE
-1--1,120708864,120710400,COMPUTE
-1--1,120958880,120960416,COMPUTE
-1--1,121208896,121210432,COMPUTE
-1--1,121458912,121460448,COMPUTE
-1--1,121708928,121710464,COMPUTE
-1--1,121958944,121960480,COMPUTE
-1--1,122208960,122210496,COMPUTE
-1--1,122458976,122460512,COMPUTE
-1--1,122708992,122710528,COMPUTE
-1--1,122959008,122960544,COMPUTE
-1--1,123209024,123210560,COMPUTE
-1--1,123459040,123460576,COMPUTE
-1--1,123709056,123710592,COMPUTE
-1--1,123959072,123960608,COMPUTE
-1--1,124159088,124160624,COMPUTE
-1--1,124359104,124360640,COMPUTE
-1--1,124559120,124560656,COMPUTE
-1--1,124809136,124810672,COMPUTE
-1--1,125009152,125010688,COMPUTE
-1--1,125259168,125260704,COMPUTE
-1--1,125459184,125460720,COMPUTE
-1--1,125659200,125660736,COMPUTE
-1--1,125909216,125910752,COMPUTE
-1--1,126109232,126110768,COMPUTE
-1--1,126309248,126310784,COMPUTE
-1--1,126559264,126560800,COMPUTE
-1--1,126759280,126760816,COMPUTE
-1--1,127009296,127010832,COMPUTE
-1--1,127259312,127260848,COMPUTE
-1--1,127459328,127460864,COMPUTE
-1--1,127709344,127710880,COMPUTE
-1--1,127959360,127960896,COMPUTE
-1--1,128209376,128210912,COMPUTE
-1--1,128409392,128410928,COMPUTE
-1--1,128609408,128610944,COMPUTE
-1--1,128859424,128860960,COMPUTE
-1--1,129109440,129110976,COMPUTE
-1--1,129359456,129360992,COMPUTE
-1--1,129609472,129611008,COMPUTE
-1--1,129859488,129861024,COMPUTE
-1--1,130109504,130111040,COMPUTE
-1--1,130359520,130361056,COMPUTE
-1--1,130609536,130611072,COMPUTE
-1--1,130809552,130811088,COMPUTE
-1--1,131059568,131061104,COMPUTE
-1--1,131309584,131311120,COMPUTE
-1--1,131509600,131511136,COMPUTE
-1--1,131709616,131711152,COMPUTE
-1--1,131909632,131911168,COMPUTE
-1--1,132159648,132161184,COMPUTE
-1--1,132409664,132411200,COMPUTE
-1--1,132659680,132661216,COMPUTE
-1--1,132909696,132911232,COMPUTE
-1--1,133159712,133161248,COMPUTE
-1--1,133359728,133361264,COMPUTE
-1--1,133609744,133611280,COMPUTE
-1--1,133859760,133861296,COMPUTE
-1--1,134009776,134011312,COMPUTE
-1--1,134209792,134211328,COMPUTE
-1--1,134409808,134411344,COMPUTE
-1--1,134659824,134661360,COMPUTE
-1--1,134909840,134911376,COMPUTE
-1--1,135159856,135161392,COMPUTE
-1--1,135359872,135361408,COMPUTE
-1--1,135609888,135611424,COMPUTE
-1--1,135859904,135861440,COMPUTE
-1--1,136059920,136061456,COMPUTE
-1--1,136259936,136261472,COMPUTE
-1--1,136459952,136461488,COMPUTE
-1--1,136659968,136661504,COMPUTE
-1--1,136859984,136861520,COMPUTE
-1--1,137110000,137111536,COMPUTE
-1--1,137310016,137311552,COMPUTE
-1--1,137510032,137511568,COMPUTE
-1--1,137760048,137761584,COMPUTE
-1--1,137960064,137961600,COMPUTE
-1--1,138210080,138211616,COMPUTE
-1--1,138460096,138461632,COMPUTE
-1--1,138660112,138661648,COMPUTE
-1--1,138910128,138911664,COMPUTE
-1--1,139160144,139161680,COMPUTE
-1--1,139360160,139361696,COMPUTE
-1--1,139610176,139611712,COMPUTE
-1--1,139860192,139861728,COMPUTE
-1--1,140110208,140111744,COMPUTE
-1--1,140260224,140261760,COMPUTE
-1--1,140460240,140461776,COMPUTE
-1--1,140710256,140711792,COMPUTE
-1--1,140960272,140961808,COMPUTE
-1--1,141210288,141211824,COMPUTE
-1--1,141460304,141461840,COMPUTE
-1--1,141660320,141661856,COMPUTE
-1--1,141910336,141911872,COMPUTE
-1--1,142110352,142111888,COMPUTE
-1--1,142310368,142311904,COMPUTE
-1--1,142510384,142511920,COMPUTE
-1--1,142760400,142761936,COMPUTE
-1--1,142960416,142961952,COMPUTE
-1--1,143160432,143161968,COMPUTE
-1--1,143410448,143411984,COMPUTE
-1--1,143610464,143612000,COMPUTE
-1--1,143860480,143862016,COMPUTE
-1--1,144110496,144112032,COMPUTE
-1--1,144360512,144362048,COMPUTE
-1--1,144610528,144612064,COMPUTE
-1--1,144810544,144812080,COMPUTE
-1--1,145060560,145062096,COMPUTE
-1--1,145310576,145312112,COMPUTE
-1--1,145560592,145562128,COMPUTE
-1--1,145760608,145762144,COMPUTE
-1--1,145910624,145912160,COMPUTE
-1--1,146110640,146112176,COMPUTE
-1--1,146310656,146312192,COMPUTE
-1--1,146510672,146512208,COMPUTE
-1--1,146760688,146762224,COMPUTE
-1--1,146960704,146962240,COMPUTE
-1--1,147110720,147112256,COMPUTE
-1--1,147310736,147312272,COMPUTE
-1--1,147460752,147462288,COMPUTE
-1--1,147660768,147662304,COMPUTE
-1--1,147910784,147912320,COMPUTE
-1--1,148110800,148112336,COMPUTE
-1--1,148360816,148362352,COMPUTE
-1--1,148610832,148612368,COMPUTE
-1--1,148860848,148862384,COMPUTE
-1--1,149060864,149062400,COMPUTE
-1--1,149310880,149312416,COMPUTE
-1--1,149560896,149562432,COMPUTE
-1--1,149810912,149812448,COMPUTE
-1--1,149960928,149962464,COMPUTE
-1--1,150160944,150162480,COMPUTE
-1--1,150410960,150412496,COMPUTE
-1--1,150660976,150662512,COMPUTE
-1--1,150910992,150912528,COMPUTE
-1--1,151111008,151112544,COMPUTE
-1--1,151361024,151362560,COMPUTE
-1--1,151611040,151612576,COMPUTE
-1--1,151861056,151862592,COMPUTE
-1--1,152011072,152012608,COMPUTE
-1--1,152261088,152262624,COMPUTE
-1--1,152461104,152462640,COMPUTE
-1--1,152711120,152712656,COMPUTE
-1--1,152911136,152912672,COMPUTE
-1--1,153161152,153162688,COMPUTE
-1--1,153411168,153412704,COMPUTE
-1--1,153661184,153662720,COMPUTE
-1--1,153811200,153812736,COMPUTE
-1--1,154061216,154062752,COMPUTE
-1--1,154311232,154312768,COMPUTE
-1--1,154561248,154562784,COMPUTE
-1--1,154811264,154812800,COMPUTE
-1--1,155011280,155012816,COMPUTE
-1--1,155261296,155262832,COMPUTE
-1--1,155461312,155462848,COMPUTE
-1--1,155711328,155712864,COMPUTE
-1--1,155861344,155862880,COMPUTE
-1--1,156111360,156112896,COMPUTE
-1--1,156361376,156362912,COMPUTE
-1--1,156611392,156612928,COMPUTE
-1--1,156861408,156862944,COMPUTE
-1--1,157061424,157062960,COMPUTE
-1--1,157311440,157312976,COMPUTE
-1--1,157561456,157562992,COMPUTE
-1--1,157811472,157813008,COMPUTE
-1--1,158061488,158063024,COMPUTE
-1--1,158261504,158263040,COMPUTE
-1--1,158461520,158463056,COMPUTE
-1--1,158711536,158713072,COMPUTE
-1--1,158961552,158963088,COMPUTE
-1--1,159211568,159213104,COMPUTE
-1--1,159411584,159413120,COMPUTE
-1--1,159611600,159613136,COMPUTE
-1--1,159861616,159863152,COMPUTE
-1--1,160111632,160113168,COMPUTE
-1--1,160261648,160263184,COMPUTE
-1--1,160461664,160463200,COMPUTE
-1--1,160661680,160663216,COMPUTE
-1--1,160911696,160913232,COMPUTE
-1--1,161161712,161163248,COMPUTE
-1--1,161361728,161363264,COMPUTE
-1--1,161511744,161513280,COMPUTE
-1--1,161711760,161713296,COMPUTE
-1--1,161961776,161963312,COMPUTE
-1--1,162211792,162213328,COMPUTE
-1--1,162461808,162463344,COMPUTE
-1--1,162711824,162713360,COMPUTE
-1--1,162911840,162913376,COMPUTE
-1--1,163161856,163163392,COMPUTE
-1--1,163361872,163363408,COMPUTE
-1--1,163611888,163613424,COMPUTE
-1--1,163861904,163863440,COMPUTE
-1--1,164111920,164113456,COMPUTE
-1--1,164361936,164363472,COMPUTE
-1--1,164561952,164563488,COMPUTE
-1--1,164761968,164763504,COMPUTE
-1--1,164961984,164963520,COMPUTE
-1--1,165112000,165113536,COMPUTE
-1--1,165312016,165313552,COMPUTE
-1--1,165512032,165513568,COMPUTE
-1--1,165762048,165763584,COMPUTE
