Channel_Die,Start,End,Operation
-1--1,2900928,2900930,COMPUTE
-1--1,2900944,2900946,COMPUTE
-1--1,2900960,2900962,COMPUTE
-1--1,2900976,2900978,COMPUTE
-1--1,2900992,2900994,COMPUTE
-1--1,2901008,2901010,COMPUTE
-1--1,2901024,2901026,COMPUTE
-1--1,2901040,2901042,COMPUTE
-1--1,2901056,2901058,COMPUTE
-1--1,2901072,2901074,COMPUTE
-1--1,2901088,2901090,COMPUTE
-1--1,2901104,2901106,COMPUTE
-1--1,2950944,2950946,COMPUTE
-1--1,2950960,2950962,COMPUTE
-1--1,2950976,2950978,COMPUTE
-1--1,2950992,2950994,COMPUTE
-1--1,2951008,2951010,COMPUTE
-1--1,2951024,2951026,COMPUTE
-1--1,2951040,2951042,COMPUTE
-1--1,2951056,2951058,COMPUTE
-1--1,2951072,2951074,COMPUTE
-1--1,2951088,2951090,COMPUTE
-1--1,2951104,2951106,COMPUTE
-1--1,2951120,2951122,COMPUTE
-1--1,3000960,3000962,COMPUTE
-1--1,3000976,3000978,COMPUTE
-1--1,3000992,3000994,COMPUTE
-1--1,3001008,3001010,COMPUTE
-1--1,3001024,3001026,COMPUTE
-1--1,3001040,3001042,COMPUTE
-1--1,3001056,3001058,COMPUTE
-1--1,3001072,3001074,COMPUTE
-1--1,3001088,3001090,COMPUTE
-1--1,3001104,3001106,COMPUTE
-1--1,3001120,3001122,COMPUTE
-1--1,3001136,3001138,COMPUTE
-1--1,3050976,3050978,COMPUTE
-1--1,3050992,3050994,COMPUTE
-1--1,3051008,3051010,COMPUTE
-1--1,3051024,3051026,COMPUTE
-1--1,3051040,3051042,COMPUTE
-1--1,3051056,3051058,COMPUTE
-1--1,3051072,3051074,COMPUTE
-1--1,3051088,3051090,COMPUTE
-1--1,3051104,3051106,COMPUTE
-1--1,3051120,3051122,COMPUTE
-1--1,3051136,3051138,COMPUTE
-1--1,3051152,3051154,COMPUTE
-1--1,3100992,3100994,COMPUTE
-1--1,3101008,3101010,COMPUTE
-1--1,3101024,3101026,COMPUTE
-1--1,3101040,3101042,COMPUTE
-1--1,3101056,3101058,COMPUTE
-1--1,3101072,3101074,COMPUTE
-1--1,3101088,3101090,COMPUTE
-1--1,3101104,3101106,COMPUTE
-1--1,3101120,3101122,COMPUTE
-1--1,3101136,3101138,COMPUTE
-1--1,3101152,3101154,COMPUTE
-1--1,3101168,3101170,COMPUTE
-1--1,3151008,3151010,COMPUTE
-1--1,3151024,3151026,COMPUTE
-1--1,3151040,3151042,COMPUTE
-1--1,3151056,3151058,COMPUTE
-1--1,3151072,3151074,COMPUTE
-1--1,3151088,3151090,COMPUTE
-1--1,3151104,3151106,COMPUTE
-1--1,3151120,3151122,COMPUTE
-1--1,3151136,3151138,COMPUTE
-1--1,3151152,3151154,COMPUTE
-1--1,3151168,3151170,COMPUTE
-1--1,3151184,3151186,COMPUTE
-1--1,3201024,3201026,COMPUTE
-1--1,3201040,3201042,COMPUTE
-1--1,3201056,3201058,COMPUTE
-1--1,3201072,3201074,COMPUTE
-1--1,3201088,3201090,COMPUTE
-1--1,3201104,3201106,COMPUTE
-1--1,3201120,3201122,COMPUTE
-1--1,3201136,3201138,COMPUTE
-1--1,3201152,3201154,COMPUTE
-1--1,3201168,3201170,COMPUTE
-1--1,3201184,3201186,COMPUTE
-1--1,3201200,3202738,COMPUTE
-1--1,3251216,3252752,COMPUTE
-1--1,3301232,3302768,COMPUTE
-1--1,3351248,3352784,COMPUTE
-1--1,3401264,3402800,COMPUTE
-1--1,3451280,3452816,COMPUTE
-1--1,3501296,3502832,COMPUTE
-1--1,3551312,3552848,COMPUTE
-1--1,3601328,3602864,COMPUTE
-1--1,3651344,3652880,COMPUTE
-1--1,3701360,3702896,COMPUTE
-1--1,3751376,3752912,COMPUTE
-1--1,3801392,3802928,COMPUTE
-1--1,3851408,3852944,COMPUTE
-1--1,3901424,3902960,COMPUTE
-1--1,3951440,3952976,COMPUTE
-1--1,4001456,4002992,COMPUTE
-1--1,4051472,4053008,COMPUTE
-1--1,4101488,4103024,COMPUTE
-1--1,4151504,4153040,COMPUTE
-1--1,4201520,4203056,COMPUTE
-1--1,4251536,4253072,COMPUTE
-1--1,4301552,4303088,COMPUTE
-1--1,4351568,4353104,COMPUTE
-1--1,4401584,4403120,COMPUTE
-1--1,4451600,4453136,COMPUTE
-1--1,4501616,4503152,COMPUTE
-1--1,4551632,4553168,COMPUTE
-1--1,4601648,4603184,COMPUTE
-1--1,4651664,4653200,COMPUTE
-1--1,4701680,4703216,COMPUTE
-1--1,4751696,4753232,COMPUTE
-1--1,4801712,4803248,COMPUTE
-1--1,4851728,4853264,COMPUTE
-1--1,4901744,4903280,COMPUTE
-1--1,4951760,4953296,COMPUTE
-1--1,5001776,5003312,COMPUTE
-1--1,5051792,5053328,COMPUTE
-1--1,5101808,5103344,COMPUTE
-1--1,5151824,5153360,COMPUTE
-1--1,5201840,5203376,COMPUTE
-1--1,5251856,5253392,COMPUTE
-1--1,5301872,5303408,COMPUTE
-1--1,5351888,5353424,COMPUTE
-1--1,5401904,5403440,COMPUTE
-1--1,5451920,5453456,COMPUTE
-1--1,5501936,5503472,COMPUTE
-1--1,5551952,5553488,COMPUTE
-1--1,5601968,5603504,COMPUTE
-1--1,5651984,5653520,COMPUTE
-1--1,5702000,5703536,COMPUTE
-1--1,5752016,5753552,COMPUTE
-1--1,5802032,5803568,COMPUTE
-1--1,5852048,5853584,COMPUTE
-1--1,5902064,5903600,COMPUTE
-1--1,5952080,5953616,COMPUTE
-1--1,6002096,6003632,COMPUTE
-1--1,6052112,6053648,COMPUTE
-1--1,6102128,6103664,COMPUTE
-1--1,6152144,6153680,COMPUTE
-1--1,6202160,6203696,COMPUTE
-1--1,6252176,6253712,COMPUTE
-1--1,6302192,6303728,COMPUTE
-1--1,6352208,6353744,COMPUTE
-1--1,6402224,6403760,COMPUTE
-1--1,6452240,6453776,COMPUTE
-1--1,6502256,6503792,COMPUTE
-1--1,6552272,6553808,COMPUTE
-1--1,6602288,6603824,COMPUTE
-1--1,6652304,6653840,COMPUTE
-1--1,6702320,6703856,COMPUTE
-1--1,6752336,6753872,COMPUTE
-1--1,6802352,6803888,COMPUTE
-1--1,6852368,6853904,COMPUTE
-1--1,6902384,6903920,COMPUTE
-1--1,6952400,6953936,COMPUTE
-1--1,7002416,7003952,COMPUTE
-1--1,7052432,7053968,COMPUTE
-1--1,7102448,7103984,COMPUTE
-1--1,7152464,7154000,COMPUTE
-1--1,7202480,7204016,COMPUTE
-1--1,7252496,7254032,COMPUTE
-1--1,7302512,7304048,COMPUTE
-1--1,7352528,7354064,COMPUTE
-1--1,7402544,7404080,COMPUTE
-1--1,7452560,7454096,COMPUTE
-1--1,7502576,7504112,COMPUTE
-1--1,7552592,7554128,COMPUTE
-1--1,7602608,7604144,COMPUTE
-1--1,7652624,7654160,COMPUTE
-1--1,7702640,7704176,COMPUTE
-1--1,7752656,7754192,COMPUTE
-1--1,7802672,7804208,COMPUTE
-1--1,7852688,7854224,COMPUTE
-1--1,7902704,7904240,COMPUTE
-1--1,7952720,7954256,COMPUTE
-1--1,8002736,8004272,COMPUTE
-1--1,8052752,8054288,COMPUTE
-1--1,8102768,8104304,COMPUTE
-1--1,8152784,8154320,COMPUTE
-1--1,8202800,8204336,COMPUTE
-1--1,8252816,8254352,COMPUTE
-1--1,8302832,8304368,COMPUTE
-1--1,8352848,8354384,COMPUTE
-1--1,8402864,8404400,COMPUTE
-1--1,8452880,8454416,COMPUTE
-1--1,8502896,8504432,COMPUTE
-1--1,8552912,8554448,COMPUTE
-1--1,8602928,8604464,COMPUTE
-1--1,8652944,8654480,COMPUTE
-1--1,8702960,8704496,COMPUTE
-1--1,8752976,8754512,COMPUTE
-1--1,8802992,8804528,COMPUTE
-1--1,8853008,8854544,COMPUTE
-1--1,8903024,8904560,COMPUTE
-1--1,8953040,8954576,COMPUTE
-1--1,9003056,9004592,COMPUTE
-1--1,9053072,9054608,COMPUTE
-1--1,9103088,9104624,COMPUTE
-1--1,9153104,9154640,COMPUTE
-1--1,9203120,9204656,COMPUTE
-1--1,9253136,9254672,COMPUTE
-1--1,9303152,9304688,COMPUTE
-1--1,9353168,9354704,COMPUTE
-1--1,9403184,9404720,COMPUTE
-1--1,9453200,9454736,COMPUTE
-1--1,9503216,9504752,COMPUTE
-1--1,9553232,9554768,COMPUTE
-1--1,9603248,9604784,COMPUTE
-1--1,9653264,9654800,COMPUTE
-1--1,9703280,9704816,COMPUTE
-1--1,9753296,9754832,COMPUTE
-1--1,9803312,9804848,COMPUTE
-1--1,9853328,9854864,COMPUTE
-1--1,9903344,9904880,COMPUTE
-1--1,9953360,9954896,COMPUTE
-1--1,10003376,10004912,COMPUTE
-1--1,10053392,10054928,COMPUTE
-1--1,10103408,10104944,COMPUTE
-1--1,10153424,10154960,COMPUTE
-1--1,10203440,10204976,COMPUTE
-1--1,10253456,10254992,COMPUTE
-1--1,10303472,10305008,COMPUTE
-1--1,10353488,10355024,COMPUTE
-1--1,10403504,10405040,COMPUTE
-1--1,10453520,10455056,COMPUTE
-1--1,10503536,10505072,COMPUTE
-1--1,10553552,10555088,COMPUTE
-1--1,10603568,10605104,COMPUTE
-1--1,10653584,10655120,COMPUTE
-1--1,10703600,10705136,COMPUTE
-1--1,10753616,10755152,COMPUTE
-1--1,10803632,10805168,COMPUTE
-1--1,10853648,10855184,COMPUTE
-1--1,10903664,10905200,COMPUTE
-1--1,10953680,10955216,COMPUTE
-1--1,11003696,11005232,COMPUTE
-1--1,11053712,11055248,COMPUTE
-1--1,11103728,11105264,COMPUTE
-1--1,11153744,11155280,COMPUTE
-1--1,11203760,11205296,COMPUTE
-1--1,11253776,11255312,COMPUTE
-1--1,11303792,11305328,COMPUTE
-1--1,11353808,11355344,COMPUTE
-1--1,11403824,11405360,COMPUTE
-1--1,11453840,11455376,COMPUTE
-1--1,11503856,11505392,COMPUTE
-1--1,11553872,11555408,COMPUTE
-1--1,11603888,11605424,COMPUTE
-1--1,11653904,11655440,COMPUTE
-1--1,11703920,11705456,COMPUTE
-1--1,11753936,11755472,COMPUTE
-1--1,11803952,11805488,COMPUTE
-1--1,11853968,11855504,COMPUTE
-1--1,11903984,11905520,COMPUTE
-1--1,11954000,11955536,COMPUTE
-1--1,12004016,12005552,COMPUTE
-1--1,12054032,12055568,COMPUTE
-1--1,12104048,12105584,COMPUTE
-1--1,12154064,12155600,COMPUTE
-1--1,12204080,12205616,COMPUTE
-1--1,12254096,12255632,COMPUTE
-1--1,12304112,12305648,COMPUTE
-1--1,12354128,12355664,COMPUTE
-1--1,12404144,12405680,COMPUTE
-1--1,12454160,12455696,COMPUTE
-1--1,12504176,12505712,COMPUTE
-1--1,12554192,12555728,COMPUTE
-1--1,12604208,12605744,COMPUTE
-1--1,12654224,12655760,COMPUTE
-1--1,12704240,12705776,COMPUTE
-1--1,12754256,12755792,COMPUTE
-1--1,12804272,12805808,COMPUTE
-1--1,12854288,12855824,COMPUTE
-1--1,12904304,12905840,COMPUTE
-1--1,12954320,12955856,COMPUTE
-1--1,13004336,13005872,COMPUTE
-1--1,13054352,13055888,COMPUTE
-1--1,13104368,13105904,COMPUTE
-1--1,13154384,13155920,COMPUTE
-1--1,13204400,13205936,COMPUTE
-1--1,13254416,13255952,COMPUTE
-1--1,13304432,13305968,COMPUTE
-1--1,13354448,13355984,COMPUTE
-1--1,13404464,13406000,COMPUTE
-1--1,13454480,13456016,COMPUTE
-1--1,13504496,13506032,COMPUTE
-1--1,13554512,13556048,COMPUTE
-1--1,13604528,13606064,COMPUTE
-1--1,13654544,13656080,COMPUTE
-1--1,13704560,13706096,COMPUTE
-1--1,13754576,13756112,COMPUTE
-1--1,13804592,13806128,COMPUTE
-1--1,13854608,13856144,COMPUTE
-1--1,13904624,13906160,COMPUTE
-1--1,13954640,13956176,COMPUTE
-1--1,14004656,14006192,COMPUTE
-1--1,14054672,14056208,COMPUTE
-1--1,14104688,14106224,COMPUTE
-1--1,14154704,14156240,COMPUTE
-1--1,14204720,14206256,COMPUTE
-1--1,14254736,14256272,COMPUTE
-1--1,14304752,14306288,COMPUTE
-1--1,14354768,14356304,COMPUTE
-1--1,14404784,14406320,COMPUTE
-1--1,14454800,14456336,COMPUTE
-1--1,14504816,14506352,COMPUTE
-1--1,14554832,14556368,COMPUTE
-1--1,14604848,14606384,COMPUTE
-1--1,14654864,14656400,COMPUTE
-1--1,14704880,14706416,COMPUTE
-1--1,14754896,14756432,COMPUTE
-1--1,14804912,14806448,COMPUTE
-1--1,14854928,14856464,COMPUTE
-1--1,14904944,14906480,COMPUTE
-1--1,14954960,14956496,COMPUTE
-1--1,15004976,15006512,COMPUTE
-1--1,15054992,15056528,COMPUTE
-1--1,15105008,15106544,COMPUTE
-1--1,15155024,15156560,COMPUTE
-1--1,15205040,15206576,COMPUTE
-1--1,15255056,15256592,COMPUTE
-1--1,15305072,15306608,COMPUTE
-1--1,15355088,15356624,COMPUTE
-1--1,15405104,15406640,COMPUTE
-1--1,15455120,15456656,COMPUTE
-1--1,15505136,15506672,COMPUTE
-1--1,15555152,15556688,COMPUTE
-1--1,15605168,15606704,COMPUTE
-1--1,15655184,15656720,COMPUTE
-1--1,15705200,15706736,COMPUTE
-1--1,15755216,15756752,COMPUTE
-1--1,15805232,15806768,COMPUTE
-1--1,15855248,15856784,COMPUTE
-1--1,15905264,15906800,COMPUTE
-1--1,15955280,15956816,COMPUTE
-1--1,16005296,16006832,COMPUTE
-1--1,16055312,16056848,COMPUTE
-1--1,16105328,16106864,COMPUTE
-1--1,16155344,16156880,COMPUTE
-1--1,16205360,16206896,COMPUTE
-1--1,16255376,16256912,COMPUTE
-1--1,16305392,16306928,COMPUTE
-1--1,16355408,16356944,COMPUTE
-1--1,16405424,16406960,COMPUTE
-1--1,16455440,16456976,COMPUTE
-1--1,16505456,16506992,COMPUTE
-1--1,16555472,16557008,COMPUTE
-1--1,16605488,16607024,COMPUTE
-1--1,16655504,16657040,COMPUTE
-1--1,16705520,16707056,COMPUTE
-1--1,16755536,16757072,COMPUTE
-1--1,16805552,16807088,COMPUTE
-1--1,16855568,16857104,COMPUTE
-1--1,16905584,16907120,COMPUTE
-1--1,16955600,16957136,COMPUTE
-1--1,17005616,17007152,COMPUTE
-1--1,17055632,17057168,COMPUTE
-1--1,17105648,17107184,COMPUTE
-1--1,17155664,17157200,COMPUTE
-1--1,17205680,17207216,COMPUTE
-1--1,17255696,17257232,COMPUTE
-1--1,17305712,17307248,COMPUTE
-1--1,17355728,17357264,COMPUTE
-1--1,17405744,17407280,COMPUTE
-1--1,17455760,17457296,COMPUTE
-1--1,17505776,17507312,COMPUTE
-1--1,17555792,17557328,COMPUTE
-1--1,17605808,17607344,COMPUTE
-1--1,17655824,17657360,COMPUTE
-1--1,17705840,17707376,COMPUTE
-1--1,17755856,17757392,COMPUTE
-1--1,17805872,17807408,COMPUTE
-1--1,17855888,17857424,COMPUTE
-1--1,17905904,17907440,COMPUTE
-1--1,17955920,17957456,COMPUTE
-1--1,18005936,18007472,COMPUTE
-1--1,18055952,18057488,COMPUTE
-1--1,18105968,18107504,COMPUTE
-1--1,18155984,18157520,COMPUTE
-1--1,18206000,18207536,COMPUTE
-1--1,18256016,18257552,COMPUTE
-1--1,18306032,18307568,COMPUTE
-1--1,18356048,18357584,COMPUTE
-1--1,18406064,18407600,COMPUTE
-1--1,18456080,18457616,COMPUTE
-1--1,18506096,18507632,COMPUTE
-1--1,18556112,18557648,COMPUTE
-1--1,18606128,18607664,COMPUTE
-1--1,18656144,18657680,COMPUTE
-1--1,18706160,18707696,COMPUTE
-1--1,18756176,18757712,COMPUTE
-1--1,18806192,18807728,COMPUTE
-1--1,18856208,18857744,COMPUTE
-1--1,18906224,18907760,COMPUTE
-1--1,18956240,18957776,COMPUTE
-1--1,19006256,19007792,COMPUTE
-1--1,19056272,19057808,COMPUTE
-1--1,19106288,19107824,COMPUTE
-1--1,19156304,19157840,COMPUTE
-1--1,19206320,19207856,COMPUTE
-1--1,19256336,19257872,COMPUTE
-1--1,19306352,19307888,COMPUTE
-1--1,19356368,19357904,COMPUTE
-1--1,19406384,19407920,COMPUTE
-1--1,19456400,19457936,COMPUTE
-1--1,19506416,19507952,COMPUTE
-1--1,19556432,19557968,COMPUTE
-1--1,19606448,19607984,COMPUTE
-1--1,19656464,19658000,COMPUTE
-1--1,19706480,19708016,COMPUTE
-1--1,19756496,19758032,COMPUTE
-1--1,19806512,19808048,COMPUTE
-1--1,19856528,19858064,COMPUTE
-1--1,19906544,19908080,COMPUTE
-1--1,19956560,19958096,COMPUTE
-1--1,20006576,20008112,COMPUTE
-1--1,20056592,20058128,COMPUTE
-1--1,20106608,20108144,COMPUTE
-1--1,20156624,20158160,COMPUTE
-1--1,20206640,20208176,COMPUTE
-1--1,20256656,20258192,COMPUTE
-1--1,20306672,20308208,COMPUTE
-1--1,20356688,20358224,COMPUTE
-1--1,20406704,20408240,COMPUTE
-1--1,20456720,20458256,COMPUTE
-1--1,20506736,20508272,COMPUTE
-1--1,20556752,20558288,COMPUTE
-1--1,20606768,20608304,COMPUTE
-1--1,20656784,20658320,COMPUTE
-1--1,20706800,20708336,COMPUTE
-1--1,20756816,20758352,COMPUTE
-1--1,20806832,20808368,COMPUTE
-1--1,20856848,20858384,COMPUTE
-1--1,20906864,20908400,COMPUTE
-1--1,20956880,20958416,COMPUTE
-1--1,21006896,21008432,COMPUTE
-1--1,21056912,21058448,COMPUTE
-1--1,21106928,21108464,COMPUTE
-1--1,21156944,21158480,COMPUTE
-1--1,21206960,21208496,COMPUTE
-1--1,21256976,21258512,COMPUTE
-1--1,21306992,21308528,COMPUTE
-1--1,21357008,21358544,COMPUTE
-1--1,21407024,21408560,COMPUTE
-1--1,21457040,21458576,COMPUTE
-1--1,21507056,21508592,COMPUTE
-1--1,21557072,21558608,COMPUTE
-1--1,21607088,21608624,COMPUTE
-1--1,21657104,21658640,COMPUTE
-1--1,21707120,21708656,COMPUTE
-1--1,21757136,21758672,COMPUTE
-1--1,21807152,21808688,COMPUTE
-1--1,21857168,21858704,COMPUTE
-1--1,21907184,21908720,COMPUTE
-1--1,21957200,21958736,COMPUTE
-1--1,22007216,22008752,COMPUTE
-1--1,22057232,22058768,COMPUTE
-1--1,22107248,22108784,COMPUTE
-1--1,22157264,22158800,COMPUTE
-1--1,22207280,22208816,COMPUTE
-1--1,22257296,22258832,COMPUTE
-1--1,22307312,22308848,COMPUTE
-1--1,22357328,22358864,COMPUTE
-1--1,22407344,22408880,COMPUTE
-1--1,22457360,22458896,COMPUTE
-1--1,22507376,22508912,COMPUTE
-1--1,22557392,22558928,COMPUTE
-1--1,22607408,22608944,COMPUTE
-1--1,22657424,22658960,COMPUTE
-1--1,22707440,22708976,COMPUTE
-1--1,22757456,22758992,COMPUTE
-1--1,22807472,22809008,COMPUTE
-1--1,22857488,22859024,COMPUTE
-1--1,22907504,22909040,COMPUTE
-1--1,22957520,22959056,COMPUTE
-1--1,23007536,23009072,COMPUTE
-1--1,23057552,23059088,COMPUTE
-1--1,23107568,23109104,COMPUTE
-1--1,23157584,23159120,COMPUTE
-1--1,23207600,23209136,COMPUTE
-1--1,23257616,23259152,COMPUTE
-1--1,23307632,23309168,COMPUTE
-1--1,23357648,23359184,COMPUTE
-1--1,23407664,23409200,COMPUTE
-1--1,23457680,23459216,COMPUTE
-1--1,23507696,23509232,COMPUTE
-1--1,23557712,23559248,COMPUTE
-1--1,23607728,23609264,COMPUTE
-1--1,23657744,23659280,COMPUTE
-1--1,23707760,23709296,COMPUTE
-1--1,23757776,23759312,COMPUTE
-1--1,23807792,23809328,COMPUTE
-1--1,23857808,23859344,COMPUTE
-1--1,23907824,23909360,COMPUTE
-1--1,23957840,23959376,COMPUTE
-1--1,24007856,24009392,COMPUTE
-1--1,24057872,24059408,COMPUTE
-1--1,24107888,24109424,COMPUTE
-1--1,24157904,24159440,COMPUTE
-1--1,24207920,24209456,COMPUTE
-1--1,24257936,24259472,COMPUTE
-1--1,24307952,24309488,COMPUTE
-1--1,24357968,24359504,COMPUTE
-1--1,24407984,24409520,COMPUTE
-1--1,24458000,24459536,COMPUTE
-1--1,24508016,24509552,COMPUTE
-1--1,24558032,24559568,COMPUTE
-1--1,24608048,24609584,COMPUTE
-1--1,24658064,24659600,COMPUTE
-1--1,24708080,24709616,COMPUTE
-1--1,24758096,24759632,COMPUTE
-1--1,24808112,24809648,COMPUTE
-1--1,24858128,24859664,COMPUTE
-1--1,24908144,24909680,COMPUTE
-1--1,24958160,24959696,COMPUTE
-1--1,25008176,25009712,COMPUTE
-1--1,25058192,25059728,COMPUTE
-1--1,25108208,25109744,COMPUTE
-1--1,25158224,25159760,COMPUTE
-1--1,25208240,25209776,COMPUTE
-1--1,25258256,25259792,COMPUTE
-1--1,25308272,25309808,COMPUTE
-1--1,25358288,25359824,COMPUTE
-1--1,25408304,25409840,COMPUTE
-1--1,25458320,25459856,COMPUTE
-1--1,25508336,25509872,COMPUTE
-1--1,25558352,25559888,COMPUTE
-1--1,25608368,25609904,COMPUTE
-1--1,25658384,25659920,COMPUTE
-1--1,25708400,25709936,COMPUTE
-1--1,25758416,25759952,COMPUTE
-1--1,25808432,25809968,COMPUTE
-1--1,25858448,25859984,COMPUTE
-1--1,25908464,25910000,COMPUTE
-1--1,25958480,25960016,COMPUTE
-1--1,26008496,26010032,COMPUTE
-1--1,26058512,26060048,COMPUTE
-1--1,26108528,26110064,COMPUTE
-1--1,26158544,26160080,COMPUTE
-1--1,26208560,26210096,COMPUTE
-1--1,26258576,26260112,COMPUTE
-1--1,26308592,26310128,COMPUTE
-1--1,26358608,26360144,COMPUTE
-1--1,26408624,26410160,COMPUTE
-1--1,26458640,26460176,COMPUTE
-1--1,26508656,26510192,COMPUTE
-1--1,26558672,26560208,COMPUTE
-1--1,26608688,26610224,COMPUTE
-1--1,26658704,26660240,COMPUTE
-1--1,26708720,26710256,COMPUTE
-1--1,26758736,26760272,COMPUTE
-1--1,26808752,26810288,COMPUTE
-1--1,26858768,26860304,COMPUTE
-1--1,26908784,26910320,COMPUTE
-1--1,26958800,26960336,COMPUTE
-1--1,27008816,27010352,COMPUTE
-1--1,27058832,27060368,COMPUTE
-1--1,27108848,27110384,COMPUTE
-1--1,27158864,27160400,COMPUTE
-1--1,27208880,27210416,COMPUTE
-1--1,27258896,27260432,COMPUTE
-1--1,27308912,27310448,COMPUTE
-1--1,27358928,27360464,COMPUTE
-1--1,27408944,27410480,COMPUTE
-1--1,27458960,27460496,COMPUTE
-1--1,27508976,27510512,COMPUTE
-1--1,27558992,27560528,COMPUTE
-1--1,27609008,27610544,COMPUTE
-1--1,27659024,27660560,COMPUTE
-1--1,27709040,27710576,COMPUTE
-1--1,27759056,27760592,COMPUTE
-1--1,27809072,27810608,COMPUTE
-1--1,27859088,27860624,COMPUTE
-1--1,27909104,27910640,COMPUTE
-1--1,27959120,27960656,COMPUTE
-1--1,28009136,28010672,COMPUTE
-1--1,28059152,28060688,COMPUTE
-1--1,28109168,28110704,COMPUTE
-1--1,28159184,28160720,COMPUTE
-1--1,28209200,28210736,COMPUTE
-1--1,28259216,28260752,COMPUTE
-1--1,28309232,28310768,COMPUTE
-1--1,28359248,28360784,COMPUTE
-1--1,28409264,28410800,COMPUTE
-1--1,28459280,28460816,COMPUTE
-1--1,28509296,28510832,COMPUTE
-1--1,28559312,28560848,COMPUTE
-1--1,28609328,28610864,COMPUTE
-1--1,28659344,28660880,COMPUTE
-1--1,28709360,28710896,COMPUTE
-1--1,28759376,28760912,COMPUTE
-1--1,28809392,28810928,COMPUTE
-1--1,28859408,28860944,COMPUTE
-1--1,28909424,28910960,COMPUTE
-1--1,28959440,28960976,COMPUTE
-1--1,29009456,29010992,COMPUTE
-1--1,29059472,29061008,COMPUTE
-1--1,29109488,29111024,COMPUTE
-1--1,29159504,29161040,COMPUTE
-1--1,29209520,29211056,COMPUTE
-1--1,29259536,29261072,COMPUTE
-1--1,29309552,29311088,COMPUTE
-1--1,29359568,29361104,COMPUTE
-1--1,29409584,29411120,COMPUTE
-1--1,29459600,29461136,COMPUTE
-1--1,29509616,29511152,COMPUTE
-1--1,29559632,29561168,COMPUTE
-1--1,29609648,29611184,COMPUTE
-1--1,29659664,29661200,COMPUTE
-1--1,29709680,29711216,COMPUTE
-1--1,29759696,29761232,COMPUTE
-1--1,29809712,29811248,COMPUTE
-1--1,29859728,29861264,COMPUTE
-1--1,29909744,29911280,COMPUTE
-1--1,29959760,29961296,COMPUTE
-1--1,30009776,30011312,COMPUTE
-1--1,30059792,30061328,COMPUTE
-1--1,30109808,30111344,COMPUTE
-1--1,30159824,30161360,COMPUTE
-1--1,30209840,30211376,COMPUTE
-1--1,30259856,30261392,COMPUTE
-1--1,30309872,30311408,COMPUTE
-1--1,30359888,30361424,COMPUTE
-1--1,30409904,30411440,COMPUTE
-1--1,30459920,30461456,COMPUTE
-1--1,30509936,30511472,COMPUTE
-1--1,30559952,30561488,COMPUTE
-1--1,30609968,30611504,COMPUTE
-1--1,30659984,30661520,COMPUTE
-1--1,30710000,30711536,COMPUTE
-1--1,30760016,30761552,COMPUTE
-1--1,30810032,30811568,COMPUTE
-1--1,30860048,30861584,COMPUTE
-1--1,30910064,30911600,COMPUTE
-1--1,30960080,30961616,COMPUTE
-1--1,31010096,31011632,COMPUTE
-1--1,31060112,31061648,COMPUTE
-1--1,31110128,31111664,COMPUTE
-1--1,31160144,31161680,COMPUTE
-1--1,31210160,31211696,COMPUTE
-1--1,31260176,31261712,COMPUTE
-1--1,31310192,31311728,COMPUTE
-1--1,31360208,31361744,COMPUTE
-1--1,31410224,31411760,COMPUTE
-1--1,31460240,31461776,COMPUTE
-1--1,31510256,31511792,COMPUTE
-1--1,31560272,31561808,COMPUTE
-1--1,31610288,31611824,COMPUTE
-1--1,31660304,31661840,COMPUTE
-1--1,31710320,31711856,COMPUTE
-1--1,31760336,31761872,COMPUTE
-1--1,31810352,31811888,COMPUTE
-1--1,31860368,31861904,COMPUTE
-1--1,31910384,31911920,COMPUTE
-1--1,31960400,31961936,COMPUTE
-1--1,32010416,32011952,COMPUTE
-1--1,32060432,32061968,COMPUTE
-1--1,32110448,32111984,COMPUTE
-1--1,32160464,32162000,COMPUTE
-1--1,32210480,32212016,COMPUTE
-1--1,32260496,32262032,COMPUTE
-1--1,32310512,32312048,COMPUTE
-1--1,32360528,32362064,COMPUTE
-1--1,32410544,32412080,COMPUTE
-1--1,32460560,32462096,COMPUTE
-1--1,32510576,32512112,COMPUTE
-1--1,32560592,32562128,COMPUTE
-1--1,32610608,32612144,COMPUTE
-1--1,32660624,32662160,COMPUTE
-1--1,32710640,32712176,COMPUTE
-1--1,32760656,32762192,COMPUTE
-1--1,32810672,32812208,COMPUTE
-1--1,32860688,32862224,COMPUTE
-1--1,32910704,32912240,COMPUTE
-1--1,32960720,32962256,COMPUTE
-1--1,33010736,33012272,COMPUTE
-1--1,33060752,33062288,COMPUTE
-1--1,33110768,33112304,COMPUTE
-1--1,33160784,33162320,COMPUTE
-1--1,33210800,33212336,COMPUTE
-1--1,33260816,33262352,COMPUTE
-1--1,33310832,33312368,COMPUTE
-1--1,33360848,33362384,COMPUTE
-1--1,33410864,33412400,COMPUTE
-1--1,33460880,33462416,COMPUTE
-1--1,33510896,33512432,COMPUTE
-1--1,33560912,33562448,COMPUTE
-1--1,33610928,33612464,COMPUTE
-1--1,33660944,33662480,COMPUTE
-1--1,33710960,33712496,COMPUTE
-1--1,33760976,33762512,COMPUTE
-1--1,33810992,33812528,COMPUTE
-1--1,33861008,33862544,COMPUTE
-1--1,33911024,33912560,COMPUTE
-1--1,33961040,33962576,COMPUTE
