Channel_Die,Start,End,Operation
-1--1,34252144,34253680,COMPUTE
-1--1,34452160,34453696,COMPUTE
-1--1,34802176,34803712,COMPUTE
-1--1,35152192,35153728,COMPUTE
-1--1,35502208,35503744,COMPUTE
-1--1,35852224,35853760,COMPUTE
-1--1,36102240,36103776,COMPUTE
-1--1,36352256,36353792,COMPUTE
-1--1,36702272,36703808,COMPUTE
-1--1,36952288,36953824,COMPUTE
-1--1,37302304,37303840,COMPUTE
-1--1,37652320,37653856,COMPUTE
-1--1,38052336,38053872,COMPUTE
-1--1,38302352,38303888,COMPUTE
-1--1,38652368,38653904,COMPUTE
-1--1,39052384,39053920,COMPUTE
-1--1,39402400,39403936,COMPUTE
-1--1,39752416,39753952,COMPUTE
-1--1,40152432,40153968,COMPUTE
-1--1,40352448,40353984,COMPUTE
-1--1,40752464,40754000,COMPUTE
-1--1,41002480,41004016,COMPUTE
-1--1,41202496,41204032,COMPUTE
-1--1,41452512,41454048,COMPUTE
-1--1,41802528,41804064,COMPUTE
-1--1,42152544,42154080,COMPUTE
-1--1,42552560,42554096,COMPUTE
-1--1,42802576,42804112,COMPUTE
-1--1,43202592,43204128,COMPUTE
-1--1,43552608,43554144,COMPUTE
-1--1,43952624,43954160,COMPUTE
-1--1,44302640,44304176,COMPUTE
-1--1,44702656,44704192,COMPUTE
-1--1,44902672,44904208,COMPUTE
-1--1,45152688,45154224,COMPUTE
-1--1,45352704,45354240,COMPUTE
-1--1,45752720,45754256,COMPUTE
-1--1,46152736,46154272,COMPUTE
-1--1,46502752,46504288,COMPUTE
-1--1,46902768,46904304,COMPUTE
-1--1,47152784,47154320,COMPUTE
-1--1,47402800,47404336,COMPUTE
-1--1,47652816,47654352,COMPUTE
-1--1,48052832,48054368,COMPUTE
-1--1,48452848,48454384,COMPUTE
-1--1,48652864,48654400,COMPUTE
-1--1,48852880,48854416,COMPUTE
-1--1,49252896,49254432,COMPUTE
-1--1,49602912,49604448,COMPUTE
-1--1,49802928,49804464,COMPUTE
-1--1,50052944,50054480,COMPUTE
-1--1,50402960,50404496,COMPUTE
-1--1,50752976,50754512,COMPUTE
-1--1,51002992,51004528,COMPUTE
-1--1,51253008,51254544,COMPUTE
-1--1,51603024,51604560,COMPUTE
-1--1,51953040,51954576,COMPUTE
-1--1,52303056,52304592,COMPUTE
-1--1,52553072,52554608,COMPUTE
-1--1,52803088,52804624,COMPUTE
-1--1,53153104,53154640,COMPUTE
-1--1,53403120,53404656,COMPUTE
-1--1,53753136,53754672,COMPUTE
-1--1,53953152,53954688,COMPUTE
-1--1,54203168,54204704,COMPUTE
-1--1,54453184,54454720,COMPUTE
-1--1,54653200,54654736,COMPUTE
-1--1,55053216,55054752,COMPUTE
-1--1,55303232,55304768,COMPUTE
-1--1,55553248,55554784,COMPUTE
-1--1,55903264,55904800,COMPUTE
-1--1,56303280,56304816,COMPUTE
-1--1,56653296,56654832,COMPUTE
-1--1,57003312,57004848,COMPUTE
-1--1,57203328,57204864,COMPUTE
-1--1,57603344,57604880,COMPUTE
-1--1,57853360,57854896,COMPUTE
-1--1,58103376,58104912,COMPUTE
-1--1,58453392,58454928,COMPUTE
-1--1,58653408,58654944,COMPUTE
-1--1,58903424,58904960,COMPUTE
-1--1,59303440,59304976,COMPUTE
-1--1,59653456,59654992,COMPUTE
-1--1,60053472,60055008,COMPUTE
-1--1,60303488,60305024,COMPUTE
-1--1,60553504,60555040,COMPUTE
-1--1,60903520,60905056,COMPUTE
-1--1,61153536,61155072,COMPUTE
-1--1,61403552,61405088,COMPUTE
-1--1,61653568,61655104,COMPUTE
-1--1,61853584,61855120,COMPUTE
-1--1,62103600,62105136,COMPUTE
-1--1,62453616,62455152,COMPUTE
-1--1,62803632,62805168,COMPUTE
-1--1,63203648,63205184,COMPUTE
-1--1,63553664,63555200,COMPUTE
-1--1,63953680,63955216,COMPUTE
-1--1,64353696,64355232,COMPUTE
-1--1,64553712,64555248,COMPUTE
-1--1,64903728,64905264,COMPUTE
-1--1,65253744,65255280,COMPUTE
-1--1,65603760,65605296,COMPUTE
-1--1,65953776,65955312,COMPUTE
-1--1,66203792,66205328,COMPUTE
-1--1,66603808,66605344,COMPUTE
-1--1,67003824,67005360,COMPUTE
-1--1,67353840,67355376,COMPUTE
-1--1,67753856,67755392,COMPUTE
-1--1,67953872,67955408,COMPUTE
-1--1,68203888,68205424,COMPUTE
-1--1,68553904,68555440,COMPUTE
-1--1,68953920,68955456,COMPUTE
-1--1,69203936,69205472,COMPUTE
-1--1,69403952,69405488,COMPUTE
-1--1,69653968,69655504,COMPUTE
-1--1,69853984,69855520,COMPUTE
-1--1,70254000,70255536,COMPUTE
-1--1,70504016,70505552,COMPUTE
-1--1,70704032,70705568,COMPUTE
-1--1,70954048,70955584,COMPUTE
-1--1,71154064,71155600,COMPUTE
-1--1,71554080,71555616,COMPUTE
-1--1,71804096,71805632,COMPUTE
-1--1,72004112,72005648,COMPUTE
-1--1,72404128,72405664,COMPUTE
-1--1,72754144,72755680,COMPUTE
-1--1,73104160,73105696,COMPUTE
-1--1,73454176,73455712,COMPUTE
-1--1,73804192,73805728,COMPUTE
-1--1,74054208,74055744,COMPUTE
-1--1,74454224,74455760,COMPUTE
-1--1,74854240,74855776,COMPUTE
-1--1,75054256,75055792,COMPUTE
-1--1,75454272,75455808,COMPUTE
-1--1,75704288,75705824,COMPUTE
-1--1,75954304,75955840,COMPUTE
-1--1,76204320,76205856,COMPUTE
-1--1,76554336,76555872,COMPUTE
-1--1,76754352,76755888,COMPUTE
-1--1,77004368,77005904,COMPUTE
-1--1,77254384,77255920,COMPUTE
-1--1,77604400,77605936,COMPUTE
-1--1,78004416,78005952,COMPUTE
-1--1,78254432,78255968,COMPUTE
-1--1,78654448,78655984,COMPUTE
-1--1,78904464,78906000,COMPUTE
-1--1,79254480,79256016,COMPUTE
-1--1,79504496,79506032,COMPUTE
-1--1,79754512,79756048,COMPUTE
-1--1,80104528,80106064,COMPUTE
-1--1,80354544,80356080,COMPUTE
-1--1,80604560,80606096,COMPUTE
-1--1,80854576,80856112,COMPUTE
-1--1,81104592,81106128,COMPUTE
-1--1,81454608,81456144,COMPUTE
-1--1,81854624,81856160,COMPUTE
-1--1,82204640,82206176,COMPUTE
-1--1,82454656,82456192,COMPUTE
-1--1,82854672,82856208,COMPUTE
-1--1,83054688,83056224,COMPUTE
-1--1,83304704,83306240,COMPUTE
-1--1,83654720,83656256,COMPUTE
-1--1,84004736,84006272,COMPUTE
-1--1,84254752,84256288,COMPUTE
-1--1,84654768,84656304,COMPUTE
-1--1,85054784,85056320,COMPUTE
-1--1,85304800,85306336,COMPUTE
-1--1,85654816,85656352,COMPUTE
-1--1,86054832,86056368,COMPUTE
-1--1,86404848,86406384,COMPUTE
-1--1,86654864,86656400,COMPUTE
-1--1,86904880,86906416,COMPUTE
-1--1,87254896,87256432,COMPUTE
-1--1,87504912,87506448,COMPUTE
-1--1,87854928,87856464,COMPUTE
-1--1,88104944,88106480,COMPUTE
-1--1,88504960,88506496,COMPUTE
-1--1,88754976,88756512,COMPUTE
-1--1,89004992,89006528,COMPUTE
-1--1,89255008,89256544,COMPUTE
-1--1,89505024,89506560,COMPUTE
-1--1,89905040,89906576,COMPUTE
-1--1,90255056,90256592,COMPUTE
-1--1,90455072,90456608,COMPUTE
-1--1,90705088,90706624,COMPUTE
-1--1,90955104,90956640,COMPUTE
-1--1,91305120,91306656,COMPUTE
-1--1,91555136,91556672,COMPUTE
-1--1,91955152,91956688,COMPUTE
-1--1,92305168,92306704,COMPUTE
-1--1,92705184,92706720,COMPUTE
-1--1,93105200,93106736,COMPUTE
-1--1,93505216,93506752,COMPUTE
-1--1,93855232,93856768,COMPUTE
-1--1,94205248,94206784,COMPUTE
-1--1,94455264,94456800,COMPUTE
-1--1,94805280,94806816,COMPUTE
-1--1,95205296,95206832,COMPUTE
-1--1,95605312,95606848,COMPUTE
-1--1,95855328,95856864,COMPUTE
-1--1,96055344,96056880,COMPUTE
-1--1,96405360,96406896,COMPUTE
-1--1,96755376,96756912,COMPUTE
-1--1,97005392,97006928,COMPUTE
-1--1,97405408,97406944,COMPUTE
-1--1,97655424,97656960,COMPUTE
-1--1,98005440,98006976,COMPUTE
-1--1,98405456,98406992,COMPUTE
-1--1,98755472,98757008,COMPUTE
-1--1,98955488,98957024,COMPUTE
-1--1,99355504,99357040,COMPUTE
-1--1,99755520,99757056,COMPUTE
-1--1,100105536,100107072,COMPUTE
-1--1,100505552,100507088,COMPUTE
-1--1,100905568,100907104,COMPUTE
-1--1,101155584,101157120,COMPUTE
-1--1,101555600,101557136,COMPUTE
-1--1,101905616,101907152,COMPUTE
-1--1,102155632,102157168,COMPUTE
-1--1,102505648,102507184,COMPUTE
-1--1,102755664,102757200,COMPUTE
-1--1,103155680,103157216,COMPUTE
-1--1,103505696,103507232,COMPUTE
-1--1,103905712,103907248,COMPUTE
-1--1,104305728,104307264,COMPUTE
-1--1,104555744,104557280,COMPUTE
-1--1,104805760,104807296,COMPUTE
-1--1,105155776,105157312,COMPUTE
-1--1,105555792,105557328,COMPUTE
-1--1,105955808,105957344,COMPUTE
-1--1,106305824,106307360,COMPUTE
-1--1,106655840,106657376,COMPUTE
-1--1,107055856,107057392,COMPUTE
-1--1,107455872,107457408,COMPUTE
-1--1,107705888,107707424,COMPUTE
-1--1,108055904,108057440,COMPUTE
-1--1,108305920,108307456,COMPUTE
-1--1,108705936,108707472,COMPUTE
-1--1,108955952,108957488,COMPUTE
-1--1,109305968,109307504,COMPUTE
-1--1,109705984,109707520,COMPUTE
-1--1,110056000,110057536,COMPUTE
-1--1,110306016,110307552,COMPUTE
-1--1,110556032,110557568,COMPUTE
-1--1,110956048,110957584,COMPUTE
-1--1,111306064,111307600,COMPUTE
-1--1,111556080,111557616,COMPUTE
-1--1,111806096,111807632,COMPUTE
-1--1,112006112,112007648,COMPUTE
-1--1,112356128,112357664,COMPUTE
-1--1,112606144,112607680,COMPUTE
-1--1,112956160,112957696,COMPUTE
-1--1,113156176,113157712,COMPUTE
-1--1,113506192,113507728,COMPUTE
-1--1,113756208,113757744,COMPUTE
-1--1,114006224,114007760,COMPUTE
-1--1,114206240,114207776,COMPUTE
-1--1,114556256,114557792,COMPUTE
-1--1,114806272,114807808,COMPUTE
-1--1,115206288,115207824,COMPUTE
-1--1,115406304,115407840,COMPUTE
-1--1,115806320,115807856,COMPUTE
-1--1,116206336,116207872,COMPUTE
-1--1,116456352,116457888,COMPUTE
-1--1,116706368,116707904,COMPUTE
-1--1,117106384,117107920,COMPUTE
-1--1,117456400,117457936,COMPUTE
-1--1,117656416,117657952,COMPUTE
-1--1,118006432,118007968,COMPUTE
-1--1,118406448,118407984,COMPUTE
-1--1,118656464,118658000,COMPUTE
-1--1,118856480,118858016,COMPUTE
-1--1,119206496,119208032,COMPUTE
-1--1,119606512,119608048,COMPUTE
-1--1,119856528,119858064,COMPUTE
-1--1,120256544,120258080,COMPUTE
-1--1,120656560,120658096,COMPUTE
-1--1,121006576,121008112,COMPUTE
-1--1,121406592,121408128,COMPUTE
-1--1,121806608,121808144,COMPUTE
-1--1,122206624,122208160,COMPUTE
-1--1,122456640,122458176,COMPUTE
-1--1,122856656,122858192,COMPUTE
-1--1,123206672,123208208,COMPUTE
-1--1,123606688,123608224,COMPUTE
-1--1,123856704,123858240,COMPUTE
-1--1,124256720,124258256,COMPUTE
-1--1,124506736,124508272,COMPUTE
-1--1,124756752,124758288,COMPUTE
-1--1,124956768,124958304,COMPUTE
-1--1,125206784,125208320,COMPUTE
-1--1,125556800,125558336,COMPUTE
-1--1,125906816,125908352,COMPUTE
-1--1,126256832,126258368,COMPUTE
-1--1,126506848,126508384,COMPUTE
-1--1,126756864,126758400,COMPUTE
-1--1,127106880,127108416,COMPUTE
-1--1,127506896,127508432,COMPUTE
-1--1,127856912,127858448,COMPUTE
-1--1,128256928,128258464,COMPUTE
-1--1,128456944,128458480,COMPUTE
-1--1,128706960,128708496,COMPUTE
-1--1,128956976,128958512,COMPUTE
-1--1,129206992,129208528,COMPUTE
-1--1,129607008,129608544,COMPUTE
-1--1,129857024,129858560,COMPUTE
-1--1,130207040,130208576,COMPUTE
-1--1,130557056,130558592,COMPUTE
-1--1,130807072,130808608,COMPUTE
-1--1,131207088,131208624,COMPUTE
-1--1,131557104,131558640,COMPUTE
-1--1,131907120,131908656,COMPUTE
-1--1,132307136,132308672,COMPUTE
-1--1,132707152,132708688,COMPUTE
-1--1,133057168,133058704,COMPUTE
-1--1,133407184,133408720,COMPUTE
-1--1,133757200,133758736,COMPUTE
-1--1,134107216,134108752,COMPUTE
-1--1,134457232,134458768,COMPUTE
-1--1,134707248,134708784,COMPUTE
-1--1,134957264,134958800,COMPUTE
-1--1,135357280,135358816,COMPUTE
-1--1,135607296,135608832,COMPUTE
-1--1,136007312,136008848,COMPUTE
-1--1,136207328,136208864,COMPUTE
-1--1,136557344,136558880,COMPUTE
-1--1,136757360,136758896,COMPUTE
-1--1,137107376,137108912,COMPUTE
-1--1,137457392,137458928,COMPUTE
-1--1,137707408,137708944,COMPUTE
-1--1,138107424,138108960,COMPUTE
-1--1,138507440,138508976,COMPUTE
-1--1,138857456,138858992,COMPUTE
-1--1,139107472,139109008,COMPUTE
-1--1,139457488,139459024,COMPUTE
-1--1,139857504,139859040,COMPUTE
-1--1,140057520,140059056,COMPUTE
-1--1,140457536,140459072,COMPUTE
-1--1,140857552,140859088,COMPUTE
-1--1,141207568,141209104,COMPUTE
-1--1,141607584,141609120,COMPUTE
-1--1,141957600,141959136,COMPUTE
-1--1,142307616,142309152,COMPUTE
-1--1,142557632,142559168,COMPUTE
-1--1,142957648,142959184,COMPUTE
-1--1,143357664,143359200,COMPUTE
-1--1,143607680,143609216,COMPUTE
-1--1,144007696,144009232,COMPUTE
-1--1,144357712,144359248,COMPUTE
-1--1,144707728,144709264,COMPUTE
-1--1,144957744,144959280,COMPUTE
-1--1,145307760,145309296,COMPUTE
-1--1,145557776,145559312,COMPUTE
-1--1,145907792,145909328,COMPUTE
-1--1,146107808,146109344,COMPUTE
-1--1,146507824,146509360,COMPUTE
-1--1,146757840,146759376,COMPUTE
-1--1,147107856,147109392,COMPUTE
-1--1,147457872,147459408,COMPUTE
-1--1,147657888,147659424,COMPUTE
-1--1,147907904,147909440,COMPUTE
-1--1,148107920,148109456,COMPUTE
-1--1,148507936,148509472,COMPUTE
-1--1,148707952,148709488,COMPUTE
-1--1,149057968,149059504,COMPUTE
-1--1,149307984,149309520,COMPUTE
-1--1,149558000,149559536,COMPUTE
-1--1,149808016,149809552,COMPUTE
-1--1,150058032,150059568,COMPUTE
-1--1,150408048,150409584,COMPUTE
-1--1,150608064,150609600,COMPUTE
-1--1,151008080,151009616,COMPUTE
-1--1,151258096,151259632,COMPUTE
-1--1,151508112,151509648,COMPUTE
-1--1,151758128,151759664,COMPUTE
-1--1,151958144,151959680,COMPUTE
-1--1,152358160,152359696,COMPUTE
-1--1,152558176,152559712,COMPUTE
-1--1,152958192,152959728,COMPUTE
-1--1,153358208,153359744,COMPUTE
-1--1,153608224,153609760,COMPUTE
-1--1,153858240,153859776,COMPUTE
-1--1,154108256,154109792,COMPUTE
-1--1,154458272,154459808,COMPUTE
-1--1,154808288,154809824,COMPUTE
-1--1,155058304,155059840,COMPUTE
-1--1,155308320,155309856,COMPUTE
-1--1,155558336,155559872,COMPUTE
-1--1,155808352,155809888,COMPUTE
-1--1,156158368,156159904,COMPUTE
-1--1,156558384,156559920,COMPUTE
-1--1,156908400,156909936,COMPUTE
-1--1,157108416,157109952,COMPUTE
-1--1,157508432,157509968,COMPUTE
-1--1,157858448,157859984,COMPUTE
-1--1,158258464,158260000,COMPUTE
-1--1,158508480,158510016,COMPUTE
-1--1,158708496,158710032,COMPUTE
-1--1,158958512,158960048,COMPUTE
-1--1,159308528,159310064,COMPUTE
-1--1,159558544,159560080,COMPUTE
-1--1,159908560,159910096,COMPUTE
-1--1,160258576,160260112,COMPUTE
-1--1,160508592,160510128,COMPUTE
-1--1,160908608,160910144,COMPUTE
-1--1,161158624,161160160,COMPUTE
-1--1,161408640,161410176,COMPUTE
-1--1,161658656,161660192,COMPUTE
-1--1,161858672,161860208,COMPUTE
-1--1,162108688,162110224,COMPUTE
-1--1,162508704,162510240,COMPUTE
-1--1,162758720,162760256,COMPUTE
-1--1,163108736,163110272,COMPUTE
-1--1,163308752,163310288,COMPUTE
-1--1,163708768,163710304,COMPUTE
-1--1,164058784,164060320,COMPUTE
-1--1,164308800,164310336,COMPUTE
-1--1,164658816,164660352,COMPUTE
-1--1,164908832,164910368,COMPUTE
-1--1,165158848,165160384,COMPUTE
-1--1,165408864,165410400,COMPUTE
-1--1,165808880,165810416,COMPUTE
-1--1,166058896,166060432,COMPUTE
-1--1,166308912,166310448,COMPUTE
-1--1,166708928,166710464,COMPUTE
-1--1,166958944,166960480,COMPUTE
-1--1,167208960,167210496,COMPUTE
-1--1,167458976,167460512,COMPUTE
-1--1,167808992,167810528,COMPUTE
-1--1,168159008,168160544,COMPUTE
-1--1,168509024,168510560,COMPUTE
-1--1,168859040,168860576,COMPUTE
-1--1,169109056,169110592,COMPUTE
-1--1,169309072,169310608,COMPUTE
-1--1,169559088,169560624,COMPUTE
-1--1,169809104,169810640,COMPUTE
-1--1,170159120,170160656,COMPUTE
-1--1,170409136,170410672,COMPUTE
-1--1,170609152,170610688,COMPUTE
-1--1,170859168,170860704,COMPUTE
-1--1,171259184,171260720,COMPUTE
-1--1,171609200,171610736,COMPUTE
-1--1,171859216,171860752,COMPUTE
-1--1,172259232,172260768,COMPUTE
-1--1,172609248,172610784,COMPUTE
-1--1,172809264,172810800,COMPUTE
-1--1,173059280,173060816,COMPUTE
-1--1,173459296,173460832,COMPUTE
-1--1,173859312,173860848,COMPUTE
-1--1,174109328,174110864,COMPUTE
-1--1,174359344,174360880,COMPUTE
-1--1,174709360,174710896,COMPUTE
-1--1,175059376,175060912,COMPUTE
-1--1,175309392,175310928,COMPUTE
-1--1,175709408,175710944,COMPUTE
-1--1,176059424,176060960,COMPUTE
-1--1,176259440,176260976,COMPUTE
-1--1,176509456,176510992,COMPUTE
-1--1,176759472,176761008,COMPUTE
-1--1,177009488,177011024,COMPUTE
-1--1,177359504,177361040,COMPUTE
-1--1,177609520,177611056,COMPUTE
-1--1,178009536,178011072,COMPUTE
-1--1,178409552,178411088,COMPUTE
-1--1,178809568,178811104,COMPUTE
-1--1,179059584,179061120,COMPUTE
-1--1,179409600,179411136,COMPUTE
-1--1,179659616,179661152,COMPUTE
-1--1,180059632,180061168,COMPUTE
-1--1,180309648,180311184,COMPUTE
-1--1,180659664,180661200,COMPUTE
-1--1,181009680,181011216,COMPUTE
-1--1,181359696,181361232,COMPUTE
-1--1,181759712,181761248,COMPUTE
-1--1,182109728,182111264,COMPUTE
-1--1,182509744,182511280,COMPUTE
-1--1,182759760,182761296,COMPUTE
-1--1,183009776,183011312,COMPUTE
-1--1,183409792,183411328,COMPUTE
-1--1,183609808,183611344,COMPUTE
-1--1,183809824,183811360,COMPUTE
-1--1,184209840,184211376,COMPUTE
-1--1,184559856,184561392,COMPUTE
-1--1,184809872,184811408,COMPUTE
-1--1,185209888,185211424,COMPUTE
-1--1,185559904,185561440,COMPUTE
-1--1,185759920,185761456,COMPUTE
-1--1,186109936,186111472,COMPUTE
-1--1,186359952,186361488,COMPUTE
-1--1,186709968,186711504,COMPUTE
-1--1,187059984,187061520,COMPUTE
-1--1,187310000,187311536,COMPUTE
-1--1,187510016,187511552,COMPUTE
-1--1,187760032,187761568,COMPUTE
-1--1,188110048,188111584,COMPUTE
-1--1,188310064,188311600,COMPUTE
-1--1,188560080,188561616,COMPUTE
-1--1,188810096,188811632,COMPUTE
-1--1,189160112,189161648,COMPUTE
-1--1,189510128,189511664,COMPUTE
-1--1,189860144,189861680,COMPUTE
-1--1,190110160,190111696,COMPUTE
-1--1,190510176,190511712,COMPUTE
-1--1,190710192,190711728,COMPUTE
-1--1,191110208,191111744,COMPUTE
-1--1,191310224,191311760,COMPUTE
-1--1,191710240,191711776,COMPUTE
-1--1,192060256,192061792,COMPUTE
-1--1,192310272,192311808,COMPUTE
-1--1,192560288,192561824,COMPUTE
-1--1,192760304,192761840,COMPUTE
-1--1,193010320,193011856,COMPUTE
-1--1,193360336,193361872,COMPUTE
-1--1,193610352,193611888,COMPUTE
-1--1,194010368,194011904,COMPUTE
-1--1,194260384,194261920,COMPUTE
-1--1,194660400,194661936,COMPUTE
-1--1,194860416,194861952,COMPUTE
-1--1,195110432,195111968,COMPUTE
-1--1,195460448,195461984,COMPUTE
-1--1,195710464,195712000,COMPUTE
-1--1,195960480,195962016,COMPUTE
-1--1,196310496,196312032,COMPUTE
-1--1,196510512,196512048,COMPUTE
-1--1,196760528,196762064,COMPUTE
-1--1,197010544,197012080,COMPUTE
-1--1,197360560,197362096,COMPUTE
-1--1,197610576,197612112,COMPUTE
-1--1,197810592,197812128,COMPUTE
-1--1,198060608,198062144,COMPUTE
-1--1,198410624,198412160,COMPUTE
-1--1,198810640,198812176,COMPUTE
-1--1,199210656,199212192,COMPUTE
-1--1,199560672,199562208,COMPUTE
-1--1,199760688,199762224,COMPUTE
-1--1,200010704,200012240,COMPUTE
-1--1,200360720,200362256,COMPUTE
-1--1,200760736,200762272,COMPUTE
-1--1,201010752,201012288,COMPUTE
-1--1,201260768,201262304,COMPUTE
-1--1,201610784,201612320,COMPUTE
-1--1,201810800,201812336,COMPUTE
-1--1,202160816,202162352,COMPUTE
-1--1,202510832,202512368,COMPUTE
-1--1,202760848,202762384,COMPUTE
-1--1,202960864,202962400,COMPUTE
-1--1,203310880,203312416,COMPUTE
-1--1,203560896,203562432,COMPUTE
-1--1,203910912,203912448,COMPUTE
-1--1,204310928,204312464,COMPUTE
-1--1,204560944,204562480,COMPUTE
-1--1,204960960,204962496,COMPUTE
-1--1,205310976,205312512,COMPUTE
-1--1,205560992,205562528,COMPUTE
-1--1,205911008,205912544,COMPUTE
-1--1,206161024,206162560,COMPUTE
-1--1,206561040,206562576,COMPUTE
-1--1,206811056,206812592,COMPUTE
-1--1,207161072,207162608,COMPUTE
-1--1,207561088,207562624,COMPUTE
-1--1,207761104,207762640,COMPUTE
-1--1,208011120,208012656,COMPUTE
-1--1,208411136,208412672,COMPUTE
-1--1,208811152,208812688,COMPUTE
-1--1,209161168,209162704,COMPUTE
-1--1,209511184,209512720,COMPUTE
-1--1,209911200,209912736,COMPUTE
-1--1,210261216,210262752,COMPUTE
-1--1,210511232,210512768,COMPUTE
-1--1,210911248,210912784,COMPUTE
-1--1,211161264,211162800,COMPUTE
-1--1,211411280,211412816,COMPUTE
-1--1,211661296,211662832,COMPUTE
-1--1,212061312,212062848,COMPUTE
-1--1,212261328,212262864,COMPUTE
-1--1,212511344,212512880,COMPUTE
-1--1,212911360,212912896,COMPUTE
-1--1,213161376,213162912,COMPUTE
-1--1,213411392,213412928,COMPUTE
-1--1,213661408,213662944,COMPUTE
-1--1,214011424,214012960,COMPUTE
-1--1,214261440,214262976,COMPUTE
-1--1,214611456,214612992,COMPUTE
-1--1,214861472,214863008,COMPUTE
-1--1,215261488,215263024,COMPUTE
-1--1,215661504,215663040,COMPUTE
-1--1,216011520,216013056,COMPUTE
-1--1,216261536,216263072,COMPUTE
-1--1,216511552,216513088,COMPUTE
-1--1,216861568,216863104,COMPUTE
-1--1,217211584,217213120,COMPUTE
-1--1,217461600,217463136,COMPUTE
-1--1,217711616,217713152,COMPUTE
-1--1,218061632,218063168,COMPUTE
-1--1,218461648,218463184,COMPUTE
-1--1,218861664,218863200,COMPUTE
-1--1,219111680,219113216,COMPUTE
-1--1,219361696,219363232,COMPUTE
-1--1,219611712,219613248,COMPUTE
-1--1,219861728,219863264,COMPUTE
-1--1,220111744,220113280,COMPUTE
-1--1,220361760,220363296,COMPUTE
-1--1,220711776,220713312,COMPUTE
-1--1,221061792,221063328,COMPUTE
-1--1,221311808,221313344,COMPUTE
-1--1,221561824,221563360,COMPUTE
-1--1,221761840,221763376,COMPUTE
-1--1,222011856,222013392,COMPUTE
-1--1,222411872,222413408,COMPUTE
-1--1,222761888,222763424,COMPUTE
-1--1,223011904,223013440,COMPUTE
-1--1,223261920,223263456,COMPUTE
-1--1,223661936,223663472,COMPUTE
-1--1,223911952,223913488,COMPUTE
-1--1,224161968,224163504,COMPUTE
-1--1,224411984,224413520,COMPUTE
-1--1,224662000,224663536,COMPUTE
-1--1,224862016,224863552,COMPUTE
-1--1,225112032,225113568,COMPUTE
-1--1,225512048,225513584,COMPUTE
-1--1,225912064,225913600,COMPUTE
-1--1,226312080,226313616,COMPUTE
-1--1,226562096,226563632,COMPUTE
-1--1,226912112,226913648,COMPUTE
-1--1,227312128,227313664,COMPUTE
-1--1,227512144,227513680,COMPUTE
-1--1,227912160,227913696,COMPUTE
-1--1,228162176,228163712,COMPUTE
-1--1,228412192,228413728,COMPUTE
-1--1,228812208,228813744,COMPUTE
-1--1,229212224,229213760,COMPUTE
-1--1,229562240,229563776,COMPUTE
-1--1,229762256,229763792,COMPUTE
-1--1,230162272,230163808,COMPUTE
-1--1,230562288,230563824,COMPUTE
-1--1,230912304,230913840,COMPUTE
-1--1,231312320,231313856,COMPUTE
-1--1,231562336,231563872,COMPUTE
-1--1,231812352,231813888,COMPUTE
-1--1,232212368,232213904,COMPUTE
-1--1,232462384,232463920,COMPUTE
-1--1,232862400,232863936,COMPUTE
-1--1,233262416,233263952,COMPUTE
-1--1,233512432,233513968,COMPUTE
-1--1,233862448,233863984,COMPUTE
-1--1,234212464,234214000,COMPUTE
-1--1,234462480,234464016,COMPUTE
-1--1,234812496,234814032,COMPUTE
-1--1,235212512,235214048,COMPUTE
-1--1,235562528,235564064,COMPUTE
-1--1,235812544,235814080,COMPUTE
-1--1,236162560,236164096,COMPUTE
-1--1,236412576,236414112,COMPUTE
-1--1,236662592,236664128,COMPUTE
-1--1,237012608,237014144,COMPUTE
-1--1,237262624,237264160,COMPUTE
-1--1,237662640,237664176,COMPUTE
-1--1,238012656,238014192,COMPUTE
-1--1,238212672,238214208,COMPUTE
-1--1,238612688,238614224,COMPUTE
-1--1,238962704,238964240,COMPUTE
-1--1,239362720,239364256,COMPUTE
-1--1,239712736,239714272,COMPUTE
-1--1,239912752,239914288,COMPUTE
-1--1,240162768,240164304,COMPUTE
-1--1,240512784,240514320,COMPUTE
-1--1,240912800,240914336,COMPUTE
-1--1,241162816,241164352,COMPUTE
-1--1,241412832,241414368,COMPUTE
-1--1,241812848,241814384,COMPUTE
-1--1,242062864,242064400,COMPUTE
-1--1,242462880,242464416,COMPUTE
-1--1,242712896,242714432,COMPUTE
-1--1,242962912,242964448,COMPUTE
-1--1,243362928,243364464,COMPUTE
-1--1,243712944,243714480,COMPUTE
-1--1,244062960,244064496,COMPUTE
-1--1,244412976,244414512,COMPUTE
-1--1,244812992,244814528,COMPUTE
-1--1,245063008,245064544,COMPUTE
-1--1,245313024,245314560,COMPUTE
-1--1,245563040,245564576,COMPUTE
-1--1,245813056,245814592,COMPUTE
-1--1,246213072,246214608,COMPUTE
-1--1,246463088,246464624,COMPUTE
-1--1,246713104,246714640,COMPUTE
-1--1,247063120,247064656,COMPUTE
-1--1,247313136,247314672,COMPUTE
-1--1,247663152,247664688,COMPUTE
-1--1,247913168,247914704,COMPUTE
-1--1,248163184,248164720,COMPUTE
-1--1,248513200,248514736,COMPUTE
-1--1,248763216,248764752,COMPUTE
-1--1,249113232,249114768,COMPUTE
-1--1,249513248,249514784,COMPUTE
-1--1,249863264,249864800,COMPUTE
-1--1,250213280,250214816,COMPUTE
-1--1,250563296,250564832,COMPUTE
-1--1,250813312,250814848,COMPUTE
