Channel_Die,Start,End,Operation
-1--1,3500336,3500344,COMPUTE
1-1,3500352,3750368,READ
1-2,3500368,3750384,READ
1-3,3500384,3700400,READ
-1--1,3600224,3600226,COMPUTE
-1--1,3700240,3700244,COMPUTE
1-6,3700256,3950272,READ
-1--1,3850272,3850278,COMPUTE
1-8,3850288,4100304,READ
1-9,3850304,6550432,READ
-1--1,3850320,3850334,COMPUTE
1-11,3850336,4100352,READ
1-0,3850352,4050368,READ
1-1,3850368,4500400,READ
1-2,3850384,4200400,READ
1-3,3850400,4100416,READ
1-4,3850416,4200432,READ
-1--1,4050256,4050260,COMPUTE
1-6,4050272,5000320,READ
-1--1,4200288,4200292,COMPUTE
1-8,4200304,5000352,READ
-1--1,4200320,4200322,COMPUTE
-1--1,4200336,4200342,COMPUTE
1-11,4200352,4450368,READ
1-0,4200368,5200416,READ
-1--1,4250384,4250392,COMPUTE
1-2,4250400,4950432,READ
1-3,4250416,4800448,READ
1-4,4250432,4950464,READ
-1--1,4300272,4300274,COMPUTE
-1--1,4300288,4300290,COMPUTE
-1--1,4450304,4450306,COMPUTE
-1--1,4450320,4450322,COMPUTE
-1--1,4600336,4600342,COMPUTE
1-10,4600352,4800368,READ
1-11,4600368,5250400,READ
-1--1,4600384,4600388,COMPUTE
1-1,4600400,4950416,READ
-1--1,4600416,4600418,COMPUTE
-1--1,4600432,4600434,COMPUTE
-1--1,4600448,4600452,COMPUTE
1-5,4600464,4950480,READ
-1--1,4650304,4650306,COMPUTE
-1--1,4700320,4700322,COMPUTE
-1--1,4800336,4800338,COMPUTE
-1--1,5000352,5000356,COMPUTE
1-10,5000368,7300480,READ
-1--1,5000384,5000386,COMPUTE
-1--1,5000400,5000414,COMPUTE
1-1,5000416,5650448,READ
1-2,5000432,5250448,READ
1-3,5000448,5200464,READ
1-4,5000464,7800592,READ
1-5,5000480,5350496,READ
1-6,5000496,5350512,READ
-1--1,5100336,5100340,COMPUTE
1-8,5100352,5350368,READ
-1--1,5350368,5350370,COMPUTE
-1--1,5400384,5400390,COMPUTE
1-11,5400400,5650416,READ
1-0,5400416,5600432,READ
-1--1,5400432,5400438,COMPUTE
1-2,5400448,5650464,READ
1-3,5400464,5650480,READ
-1--1,5400480,5400490,COMPUTE
1-5,5400496,5650512,READ
1-6,5400512,6000544,READ
1-7,5400528,6500576,READ
1-8,5400544,5650560,READ
-1--1,5600384,5600386,COMPUTE
-1--1,5750400,5750412,COMPUTE
1-11,5750416,6000432,READ
1-0,5750432,6000448,READ
1-1,5750448,6000464,READ
1-2,5750464,6000480,READ
1-3,5750480,5950496,READ
-1--1,5750496,5750500,COMPUTE
1-5,5750512,6000528,READ
-1--1,5750528,5750530,COMPUTE
-1--1,5800544,5800548,COMPUTE
1-8,5800560,6350592,READ
-1--1,5950400,5950402,COMPUTE
-1--1,6100416,6100428,COMPUTE
1-11,6100432,6300448,READ
1-0,6100448,6300464,READ
1-1,6100464,7050512,READ
1-2,6100480,6350496,READ
1-3,6100496,6350512,READ
-1--1,6150512,6150518,COMPUTE
1-5,6150528,6500544,READ
1-6,6150544,6500560,READ
-1--1,6150560,6150562,COMPUTE
-1--1,6150576,6150578,COMPUTE
-1--1,6200416,6200418,COMPUTE
-1--1,6350432,6350438,COMPUTE
1-11,6350448,7650512,READ
1-0,6350464,6600480,READ
-1--1,6450480,6450486,COMPUTE
1-2,6450496,7100528,READ
1-3,6450512,6800528,READ
-1--1,6550528,6550540,COMPUTE
1-5,6550544,6800560,READ
1-6,6550560,6800576,READ
1-7,6550576,6750592,READ
1-8,6550592,6750608,READ
1-9,6550608,6800624,READ
-1--1,6700448,6700450,COMPUTE
-1--1,6750464,6750468,COMPUTE
1-0,6750480,8750576,READ
-1--1,6800496,6800498,COMPUTE
-1--1,6850512,6850516,COMPUTE
1-3,6850528,8550608,READ
-1--1,6900544,6900556,COMPUTE
1-5,6900560,7550592,READ
1-6,6900576,7150592,READ
1-7,6900592,7900640,READ
1-8,6900608,7150624,READ
1-9,6900624,7250640,READ
-1--1,6950464,6950466,COMPUTE
-1--1,7000480,7000482,COMPUTE
-1--1,7150496,7150502,COMPUTE
1-1,7150512,7400528,READ
1-2,7150528,7350544,READ
-1--1,7250544,7250546,COMPUTE
-1--1,7250560,7250562,COMPUTE
-1--1,7300576,7300580,COMPUTE
1-6,7300592,7550608,READ
-1--1,7300608,7300616,COMPUTE
1-8,7300624,7550640,READ
1-9,7300640,7500656,READ
1-10,7300656,7550672,READ
-1--1,7400496,7400498,COMPUTE
-1--1,7550512,7550518,COMPUTE
1-1,7550528,7800544,READ
1-2,7550544,7800560,READ
-1--1,7600560,7600562,COMPUTE
-1--1,7600576,7600582,COMPUTE
1-5,7600592,7850608,READ
1-6,7600608,7850624,READ
-1--1,7650624,7650634,COMPUTE
1-8,7650640,10050752,READ
1-9,7650656,8250688,READ
1-10,7650672,7900688,READ
1-11,7650688,7900704,READ
-1--1,7900528,7900534,COMPUTE
1-1,7900544,8750592,READ
1-2,7900560,8100576,READ
-1--1,7950576,7950586,COMPUTE
1-4,7950592,9650672,READ
1-5,7950608,9250672,READ
1-6,7950624,8550656,READ
1-7,7950640,8150656,READ
-1--1,8000656,8000658,COMPUTE
-1--1,8000672,8000678,COMPUTE
1-10,8000688,10750816,READ
1-11,8000704,8650736,READ
-1--1,8150544,8150546,COMPUTE
-1--1,8250560,8250564,COMPUTE
1-2,8250576,9450640,READ
-1--1,8300592,8300594,COMPUTE
-1--1,8300608,8300610,COMPUTE
-1--1,8300624,8300626,COMPUTE
-1--1,8300640,8300644,COMPUTE
1-7,8300656,8850688,READ
-1--1,8350672,8350676,COMPUTE
1-9,8350688,9000720,READ
-1--1,8400704,8400706,COMPUTE
-1--1,8400720,8400722,COMPUTE
-1--1,8500560,8500562,COMPUTE
-1--1,8500576,8500578,COMPUTE
-1--1,8650592,8650596,COMPUTE
1-3,8650608,10900720,READ
-1--1,8650624,8650626,COMPUTE
-1--1,8650640,8650644,COMPUTE
1-6,8650656,9250688,READ
-1--1,8650672,8650674,COMPUTE
-1--1,8700688,8700690,COMPUTE
-1--1,8750704,8750706,COMPUTE
-1--1,8800720,8800728,COMPUTE
1-11,8800736,9050752,READ
1-0,8800752,9450784,READ
1-1,8800768,9150784,READ
-1--1,8900608,8900610,COMPUTE
-1--1,8900624,8900626,COMPUTE
-1--1,8900640,8900642,COMPUTE
-1--1,8900656,8900658,COMPUTE
-1--1,9000672,9000676,COMPUTE
1-7,9000688,9950736,READ
-1--1,9050704,9050708,COMPUTE
1-9,9050720,9400736,READ
-1--1,9150736,9150740,COMPUTE
1-11,9150752,9400768,READ
-1--1,9200768,9200772,COMPUTE
1-1,9200784,9450800,READ
-1--1,9250624,9250626,COMPUTE
-1--1,9300640,9300642,COMPUTE
-1--1,9300656,9300662,COMPUTE
1-5,9300672,9650688,READ
1-6,9300688,9550704,READ
-1--1,9350704,9350706,COMPUTE
-1--1,9450720,9450724,COMPUTE
1-9,9450736,11150816,READ
-1--1,9500752,9500762,COMPUTE
1-11,9500768,9750784,READ
1-0,9500784,10450832,READ
1-1,9500800,9750816,READ
1-2,9500816,10450864,READ
-1--1,9700656,9700664,COMPUTE
1-4,9700672,9950688,READ
1-5,9700688,10350720,READ
1-6,9700704,10050720,READ
-1--1,9700720,9700722,COMPUTE
-1--1,9800736,9800738,COMPUTE
-1--1,9850752,9850754,COMPUTE
-1--1,9850768,9850772,COMPUTE
1-11,9850784,10350816,READ
-1--1,9850800,9850804,COMPUTE
1-1,9850816,10050832,READ
-1--1,9850832,9850834,COMPUTE
-1--1,10050672,10050676,COMPUTE
1-4,10050688,11250752,READ
-1--1,10100704,10100712,COMPUTE
1-6,10100720,15100944,READ
1-7,10100736,10350752,READ
1-8,10100752,10300768,READ
-1--1,10100768,10100770,COMPUTE
-1--1,10100784,10100786,COMPUTE
-1--1,10100800,10100802,COMPUTE
-1--1,10100816,10100820,COMPUTE
1-1,10100832,10450848,READ
-1--1,10200848,10200850,COMPUTE
-1--1,10400688,10400690,COMPUTE
-1--1,10400704,10400708,COMPUTE
1-5,10400720,10900752,READ
-1--1,10450736,10450742,COMPUTE
1-7,10450752,10700768,READ
1-8,10450768,10700784,READ
-1--1,10500784,10500786,COMPUTE
-1--1,10500800,10500810,COMPUTE
1-11,10500816,10750832,READ
1-0,10500832,10850848,READ
1-1,10500848,10850864,READ
1-2,10500864,10850880,READ
-1--1,10650704,10650706,COMPUTE
-1--1,10650720,10650722,COMPUTE
-1--1,10650736,10650738,COMPUTE
-1--1,10850752,10850758,COMPUTE
1-7,10850768,11600800,READ
1-8,10850784,11100800,READ
-1--1,10900800,10900814,COMPUTE
1-10,10900816,11150832,READ
1-11,10900832,11150848,READ
1-0,10900848,11150864,READ
1-1,10900864,11600896,READ
1-2,10900880,11150896,READ
1-3,10900896,11450928,READ
-1--1,11000736,11000740,COMPUTE
1-5,11000752,11550784,READ
-1--1,11250768,11250770,COMPUTE
-1--1,11250784,11250796,COMPUTE
1-8,11250800,11500816,READ
1-9,11250816,11500832,READ
1-10,11250832,11600848,READ
1-11,11250848,11600864,READ
1-0,11250864,11450880,READ
-1--1,11250880,11250884,COMPUTE
1-2,11250896,11500912,READ
-1--1,11250912,11250916,COMPUTE
1-4,11250928,11600944,READ
-1--1,11350768,11350770,COMPUTE
-1--1,11650784,11650808,COMPUTE
1-7,11650800,11900816,READ
1-8,11650816,12250848,READ
1-9,11650832,12250864,READ
1-10,11650848,11900864,READ
1-11,11650864,11900880,READ
1-0,11650880,11900896,READ
1-1,11650896,11900912,READ
1-2,11650912,12250944,READ
1-3,11650928,11900944,READ
1-4,11650944,11900960,READ
1-5,11650960,12601008,READ
-1--1,12000800,12000804,COMPUTE
1-7,12000816,12600848,READ
-1--1,12000832,12000834,COMPUTE
-1--1,12000848,12000858,COMPUTE
1-10,12000864,12250880,READ
1-11,12000880,12250896,READ
1-0,12000896,12250912,READ
1-1,12000912,12250928,READ
-1--1,12000928,12000934,COMPUTE
1-3,12000944,12250960,READ
1-4,12000960,12250976,READ
-1--1,12000976,12000978,COMPUTE
-1--1,12350816,12350818,COMPUTE
-1--1,12350832,12350852,COMPUTE
1-8,12350848,12700864,READ
1-9,12350864,12550880,READ
1-10,12350880,12600896,READ
1-11,12350896,12600912,READ
1-0,12350912,12700928,READ
1-1,12350928,12700944,READ
1-2,12350944,12700960,READ
1-3,12350960,12600976,READ
1-4,12350976,13001008,READ
-1--1,12350992,12350994,COMPUTE
-1--1,12750832,12750852,COMPUTE
1-7,12750848,13000864,READ
1-8,12750864,14100928,READ
1-9,12750880,13000896,READ
1-10,12750896,12950912,READ
1-11,12750912,13000928,READ
1-0,12750928,13700976,READ
1-1,12750944,13100960,READ
1-2,12750960,13100976,READ
1-3,12750976,13000992,READ
-1--1,12750992,12750996,COMPUTE
1-5,12751008,12951024,READ
-1--1,13100848,13100852,COMPUTE
1-7,13100864,13300880,READ
-1--1,13100880,13100888,COMPUTE
1-9,13100896,13300912,READ
1-10,13100912,13350928,READ
1-11,13100928,13650960,READ
-1--1,13150944,13150956,COMPUTE
1-1,13150960,13400976,READ
1-2,13150976,16401120,READ
1-3,13150992,13401008,READ
1-4,13151008,13401024,READ
1-5,13151024,13401040,READ
-1--1,13450864,13450868,COMPUTE
1-7,13450880,14050912,READ
-1--1,13450896,13450902,COMPUTE
1-9,13450912,13800928,READ
1-10,13450928,13700944,READ
-1--1,13450944,13450946,COMPUTE
-1--1,13500960,13500964,COMPUTE
1-1,13500976,13750992,READ
-1--1,13550992,13551000,COMPUTE
1-3,13551008,13801024,READ
1-4,13551024,13801040,READ
1-5,13551040,14201072,READ
-1--1,13800880,13800882,COMPUTE
-1--1,13800896,13800898,COMPUTE
-1--1,13850912,13850924,COMPUTE
1-9,13850928,14100944,READ
1-10,13850944,14450976,READ
1-11,13850960,14450992,READ
1-0,13850976,14050992,READ
1-1,13850992,14101008,READ
-1--1,13901008,13901014,COMPUTE
1-3,13901024,14151040,READ
1-4,13901040,14501072,READ
-1--1,13951056,13951058,COMPUTE
-1--1,14200896,14200904,COMPUTE
1-7,14200912,17051040,READ
1-8,14200928,14900960,READ
1-9,14200944,14450960,READ
-1--1,14200960,14200962,COMPUTE
-1--1,14200976,14200982,COMPUTE
1-0,14200992,14451008,READ
1-1,14201008,16001088,READ
-1--1,14301024,14301028,COMPUTE
1-3,14301040,14901072,READ
-1--1,14301056,14301060,COMPUTE
1-5,14301072,14501088,READ
-1--1,14450912,14450914,COMPUTE
-1--1,14550928,14550930,COMPUTE
-1--1,14550944,14550954,COMPUTE
1-9,14550960,14800976,READ
1-10,14550976,14800992,READ
1-11,14550992,14801008,READ
1-0,14551008,14801024,READ
-1--1,14601024,14601026,COMPUTE
-1--1,14701040,14701042,COMPUTE
-1--1,14701056,14701062,COMPUTE
1-4,14701072,15051088,READ
1-5,14701088,14901104,READ
-1--1,14850928,14850930,COMPUTE
-1--1,14950944,14950956,COMPUTE
1-8,14950960,15200976,READ
1-9,14950976,16001024,READ
1-10,14950992,15701024,READ
1-11,14951008,15151024,READ
1-0,14951024,15301040,READ
-1--1,15001040,15001042,COMPUTE
-1--1,15101056,15101066,COMPUTE
1-3,15101072,15351088,READ
1-4,15101088,15451104,READ
1-5,15101104,15351120,READ
1-6,15101120,15351136,READ
-1--1,15300960,15300964,COMPUTE
1-8,15300976,15550992,READ
-1--1,15350992,15350994,COMPUTE
-1--1,15351008,15351014,COMPUTE
1-11,15351024,16751088,READ
1-0,15351040,15601056,READ
-1--1,15401056,15401058,COMPUTE
-1--1,15501072,15501082,COMPUTE
1-3,15501088,15701104,READ
1-4,15501104,15851120,READ
1-5,15501120,15751136,READ
1-6,15501136,16151168,READ
-1--1,15650976,15650980,COMPUTE
1-8,15650992,15901008,READ
-1--1,15751008,15751012,COMPUTE
1-10,15751024,16751072,READ
-1--1,15751040,15751044,COMPUTE
1-0,15751056,16001072,READ
-1--1,15751072,15751074,COMPUTE
-1--1,15901088,15901096,COMPUTE
1-3,15901104,16401136,READ
1-4,15901120,16751168,READ
1-5,15901136,16151152,READ
-1--1,15901152,15901154,COMPUTE
-1--1,16050992,16050998,COMPUTE
1-8,16051008,17051056,READ
1-9,16051024,16301040,READ
-1--1,16101040,16101042,COMPUTE
-1--1,16101056,16101062,COMPUTE
1-0,16101072,16301088,READ
1-1,16101088,16451104,READ
-1--1,16151104,16151106,COMPUTE
-1--1,16151120,16151122,COMPUTE
-1--1,16251136,16251142,COMPUTE
1-5,16251152,17501216,READ
1-6,16251168,16901200,READ
-1--1,16451008,16451010,COMPUTE
-1--1,16451024,16451028,COMPUTE
1-9,16451040,17051072,READ
-1--1,16501056,16501058,COMPUTE
-1--1,16501072,16501082,COMPUTE
1-0,16501088,16751104,READ
1-1,16501104,16751120,READ
1-2,16501120,16751136,READ
1-3,16501136,16751152,READ
-1--1,16501152,16501154,COMPUTE
-1--1,16651168,16651170,COMPUTE
-1--1,16651184,16651186,COMPUTE
-1--1,16701024,16701026,COMPUTE
-1--1,16801040,16801042,COMPUTE
-1--1,16801056,16801072,COMPUTE
1-10,16801072,17051088,READ
1-11,16801088,17051104,READ
1-0,16801104,17401136,READ
1-1,16801120,19201232,READ
1-2,16801136,17151152,READ
1-3,16801152,17151168,READ
1-4,16801168,17051184,READ
-1--1,17051184,17051198,COMPUTE
1-6,17051200,17551232,READ
1-7,17051216,18251280,READ
1-8,17051232,19401344,READ
1-9,17051248,17301264,READ
1-10,17051264,17301280,READ
1-11,17051280,17651312,READ
-1--1,17151120,17151122,COMPUTE
-1--1,17201136,17201144,COMPUTE
1-2,17201152,17551168,READ
1-3,17201168,17451184,READ
1-4,17201184,17551200,READ
-1--1,17301200,17301202,COMPUTE
-1--1,17301216,17301218,COMPUTE
-1--1,17451232,17451234,COMPUTE
-1--1,17451248,17451254,COMPUTE
1-9,17451264,17651280,READ
1-10,17451280,18401328,READ
-1--1,17451296,17451300,COMPUTE
1-0,17451312,18051344,READ
-1--1,17601152,17601164,COMPUTE
1-2,17601168,18901232,READ
1-3,17601184,19351264,READ
1-4,17601200,17951216,READ
1-5,17601216,17851232,READ
1-6,17601232,18601280,READ
-1--1,17801248,17801250,COMPUTE
-1--1,17801264,17801268,COMPUTE
1-9,17801280,19101344,READ
-1--1,17801296,17801300,COMPUTE
1-11,17801312,18051328,READ
-1--1,17801328,17801330,COMPUTE
-1--1,17851168,17851170,COMPUTE
-1--1,18001184,18001186,COMPUTE
-1--1,18001200,18001206,COMPUTE
1-4,18001216,18251232,READ
1-5,18001232,18351248,READ
-1--1,18001248,18001250,COMPUTE
-1--1,18001264,18001266,COMPUTE
-1--1,18051280,18051282,COMPUTE
-1--1,18201296,18201298,COMPUTE
-1--1,18201312,18201318,COMPUTE
1-11,18201328,18551344,READ
1-0,18201344,18451360,READ
-1--1,18251184,18251186,COMPUTE
-1--1,18351200,18351202,COMPUTE
-1--1,18401216,18401222,COMPUTE
1-4,18401232,20001312,READ
1-5,18401248,18651264,READ
-1--1,18401264,18401268,COMPUTE
1-7,18401280,19501328,READ
-1--1,18401296,18401298,COMPUTE
-1--1,18601312,18601320,COMPUTE
1-10,18601328,19101360,READ
1-11,18601344,20201424,READ
1-0,18601360,19551408,READ
-1--1,18651200,18651202,COMPUTE
-1--1,18701216,18701218,COMPUTE
-1--1,18751232,18751234,COMPUTE
-1--1,18751248,18751254,COMPUTE
1-5,18751264,19001280,READ
1-6,18751280,19101296,READ
-1--1,18801296,18801298,COMPUTE
-1--1,18801312,18801314,COMPUTE
-1--1,18851328,18851330,COMPUTE
-1--1,18851344,18851346,COMPUTE
-1--1,18851360,18851362,COMPUTE
-1--1,18951376,18951378,COMPUTE
-1--1,19001216,19001220,COMPUTE
1-2,19001232,19251248,READ
-1--1,19101248,19101250,COMPUTE
-1--1,19151264,19151270,COMPUTE
1-5,19151280,20801360,READ
1-6,19151296,21551408,READ
-1--1,19151312,19151314,COMPUTE
-1--1,19201328,19201334,COMPUTE
1-9,19201344,19451360,READ
1-10,19201360,19851392,READ
-1--1,19251376,19251378,COMPUTE
-1--1,19351392,19351400,COMPUTE
1-1,19351408,19601424,READ
1-2,19351424,19601440,READ
1-3,19351440,20751504,READ
-1--1,19501280,19501282,COMPUTE
-1--1,19551296,19551298,COMPUTE
-1--1,19551312,19551320,COMPUTE
1-7,19551328,20201360,READ
1-8,19551344,19801360,READ
1-9,19551360,19801376,READ
-1--1,19601376,19601378,COMPUTE
-1--1,19651392,19651400,COMPUTE
1-0,19651408,20301440,READ
1-1,19651424,19851440,READ
1-2,19651440,19851456,READ
-1--1,19701456,19701458,COMPUTE
-1--1,19751296,19751298,COMPUTE
-1--1,19951312,19951314,COMPUTE
-1--1,19951328,19951330,COMPUTE
-1--1,19951344,19951352,COMPUTE
1-8,19951360,20201376,READ
1-9,19951376,20301392,READ
1-10,19951392,20201408,READ
-1--1,20001408,20001410,COMPUTE
-1--1,20051424,20051430,COMPUTE
1-1,20051440,20301456,READ
1-2,20051456,21051504,READ
-1--1,20051472,20051476,COMPUTE
1-4,20051488,21051536,READ
-1--1,20301328,20301330,COMPUTE
-1--1,20351344,20351360,COMPUTE
1-7,20351360,21201408,READ
1-8,20351376,21201424,READ
1-9,20351392,20601408,READ
1-10,20351408,20551424,READ
1-11,20351424,20601440,READ
1-0,20351440,20601456,READ
1-1,20351456,20701472,READ
-1--1,20401472,20401474,COMPUTE
-1--1,20401488,20401490,COMPUTE
-1--1,20451504,20451506,COMPUTE
-1--1,20551344,20551346,COMPUTE
-1--1,20701360,20701362,COMPUTE
-1--1,20701376,20701378,COMPUTE
-1--1,20751392,20751404,COMPUTE
1-9,20751408,21651456,READ
1-10,20751424,21351456,READ
1-11,20751440,23201552,READ
1-0,20751456,20951472,READ
1-1,20751472,21001488,READ
-1--1,20801488,20801492,COMPUTE
1-3,20801504,21051520,READ
-1--1,20801520,20801524,COMPUTE
1-5,20801536,21051552,READ
-1--1,20951376,20951378,COMPUTE
-1--1,20951392,20951394,COMPUTE
-1--1,21001408,21001410,COMPUTE
-1--1,21001424,21001426,COMPUTE
-1--1,21001440,21001442,COMPUTE
-1--1,21151456,21151470,COMPUTE
1-0,21151472,21351488,READ
1-1,21151488,21351504,READ
1-2,21151504,21351520,READ
1-3,21151520,21801552,READ
1-4,21151536,21501552,READ
1-5,21151552,21401568,READ
-1--1,21301392,21301398,COMPUTE
1-7,21301408,21551424,READ
1-8,21301424,22601488,READ
-1--1,21401440,21401444,COMPUTE
1-10,21401456,21651472,READ
-1--1,21551472,21551480,COMPUTE
1-0,21551488,21901504,READ
1-1,21551504,21801520,READ
1-2,21551520,21901536,READ
-1--1,21551536,21551546,COMPUTE
1-4,21551552,21901568,READ
1-5,21551568,22301600,READ
1-6,21551584,21801600,READ
1-7,21551600,22151632,READ
-1--1,21701440,21701446,COMPUTE
1-9,21701456,22301488,READ
1-10,21701472,22351504,READ
-1--1,21951488,21951500,COMPUTE
1-0,21951504,22301520,READ
1-1,21951520,22601552,READ
1-2,21951536,22301552,READ
1-3,21951552,22301568,READ
1-4,21951568,22551600,READ
-1--1,21951584,21951588,COMPUTE
1-6,21951600,22301616,READ
-1--1,21951616,21951618,COMPUTE
-1--1,22051456,22051458,COMPUTE
-1--1,22051472,22051474,COMPUTE
-1--1,22101488,22101490,COMPUTE
-1--1,22351504,22351508,COMPUTE
1-0,22351520,23051552,READ
-1--1,22351536,22351542,COMPUTE
1-2,22351552,22601568,READ
1-3,22351568,22951600,READ
-1--1,22351584,22351592,COMPUTE
1-5,22351600,22951632,READ
1-6,22351616,23001648,READ
1-7,22351632,22601648,READ
-1--1,22401472,22401478,COMPUTE
1-9,22401488,22651504,READ
1-10,22401504,22751520,READ
-1--1,22701520,22701522,COMPUTE
-1--1,22701536,22701542,COMPUTE
1-1,22701552,22951568,READ
1-2,22701568,22901584,READ
-1--1,22701584,22701588,COMPUTE
1-4,22701600,23051616,READ
-1--1,22751616,22751618,COMPUTE
-1--1,22751632,22751642,COMPUTE
1-7,22751648,23001664,READ
1-8,22751664,23151680,READ
1-9,22751680,23101696,READ
1-10,22751696,23101712,READ
0-0,22951536,655884288,READ
-1--1,22951536,22951538,COMPUTE
-1--1,23051552,23051560,COMPUTE
-1--1,23051616,23051624,COMPUTE
-1--1,23151680,23151686,COMPUTE
-1--1,23201552,23201554,COMPUTE
-1--1,23301552,23303088,COMPUTE
-1--1,23551568,23553104,COMPUTE
-1--1,23801584,23803120,COMPUTE
-1--1,24051600,24053136,COMPUTE
-1--1,24401616,24403152,COMPUTE
-1--1,24751632,24753168,COMPUTE
-1--1,24951648,24953184,COMPUTE
-1--1,25201664,25203200,COMPUTE
-1--1,25451680,25453216,COMPUTE
-1--1,25801696,25803232,COMPUTE
-1--1,26201712,26203248,COMPUTE
-1--1,26451728,26453264,COMPUTE
-1--1,26701744,26703280,COMPUTE
-1--1,27101760,27103296,COMPUTE
-1--1,27451776,27453312,COMPUTE
-1--1,27701792,27703328,COMPUTE
-1--1,28051808,28053344,COMPUTE
-1--1,28301824,28303360,COMPUTE
-1--1,28701840,28703376,COMPUTE
-1--1,28901856,28903392,COMPUTE
-1--1,29101872,29103408,COMPUTE
-1--1,29451888,29453424,COMPUTE
-1--1,29701904,29703440,COMPUTE
-1--1,30101920,30103456,COMPUTE
-1--1,30451936,30453472,COMPUTE
-1--1,30701952,30703488,COMPUTE
-1--1,31051968,31053504,COMPUTE
-1--1,31451984,31453520,COMPUTE
-1--1,31702000,31703536,COMPUTE
-1--1,32102016,32103552,COMPUTE
-1--1,32452032,32453568,COMPUTE
-1--1,32702048,32703584,COMPUTE
-1--1,32952064,32953600,COMPUTE
-1--1,33352080,33353616,COMPUTE
-1--1,33602096,33603632,COMPUTE
-1--1,33852112,33853648,COMPUTE
-1--1,34052128,34053664,COMPUTE
